,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2017-10-23 00:00:00,12,71.9,19,69.7,12,62.7,43,68.4,3,100
1,2017-10-23 00:05:00,7,71.9,18,69.6,10,63.6,35,68.3,3,100
2,2017-10-23 00:10:00,13,72.0,18,69.8,9,64.2,40,69.3,3,100
3,2017-10-23 00:15:00,12,71.9,24,69.5,11,65.5,47,69.2,3,100
4,2017-10-23 00:20:00,10,71.9,14,69.6,10,62.9,34,68.3,3,100
5,2017-10-23 00:25:00,3,71.9,13,69.4,6,62.6,22,67.9,3,100
6,2017-10-23 00:30:00,3,71.8,16,69.6,10,62.8,29,67.5,3,100
7,2017-10-23 00:35:00,1,71.8,10,69.3,8,60.6,19,65.8,3,100
8,2017-10-23 00:40:00,2,71.9,10,69.5,5,60.9,17,67.3,3,100
9,2017-10-23 00:45:00,5,71.8,14,69.6,7,61.6,26,67.9,3,100
10,2017-10-23 00:50:00,5,71.8,7,69.7,9,60.7,21,66.3,3,100
11,2017-10-23 00:55:00,4,71.8,5,69.7,10,61.4,19,65.8,3,100
12,2017-10-23 01:00:00,1,71.7,12,69.8,4,62.4,17,68.2,3,100
13,2017-10-23 01:05:00,2,71.8,6,69.5,4,61.6,12,67.2,3,100
14,2017-10-23 01:10:00,1,71.8,5,69.7,7,61.7,13,65.6,3,100
15,2017-10-23 01:15:00,2,71.7,9,69.5,6,62.1,17,67.1,3,100
16,2017-10-23 01:20:00,3,71.7,7,69.6,8,61.0,18,66.1,3,100
17,2017-10-23 01:25:00,5,71.8,7,69.7,7,59.2,19,66.4,3,100
18,2017-10-23 01:30:00,1,71.8,12,69.8,8,60.6,21,66.4,3,100
19,2017-10-23 01:35:00,4,71.7,5,69.5,8,62.0,17,66.5,3,100
20,2017-10-23 01:40:00,1,71.9,5,69.6,8,59.2,14,63.8,3,100
21,2017-10-23 01:45:00,4,71.9,10,69.8,7,61.7,21,67.5,3,100
22,2017-10-23 01:50:00,1,71.8,10,69.8,5,62.8,16,67.7,3,100
23,2017-10-23 01:55:00,1,71.7,5,69.6,9,60.3,15,64.2,3,100
24,2017-10-23 02:00:00,1,71.8,8,69.8,5,61.9,14,67.1,3,100
25,2017-10-23 02:05:00,3,71.8,7,69.8,9,61.5,19,66.2,3,100
26,2017-10-23 02:10:00,2,71.9,8,69.9,5,62.4,15,67.7,3,100
27,2017-10-23 02:15:00,2,71.9,6,69.9,7,61.9,15,66.4,3,100
28,2017-10-23 02:20:00,2,71.8,8,70.0,8,62.2,18,66.7,3,100
29,2017-10-23 02:25:00,1,72.0,5,69.9,9,62.3,15,65.5,3,100
30,2017-10-23 02:30:00,2,71.9,5,69.9,9,59.7,16,64.4,3,100
31,2017-10-23 02:35:00,2,71.8,10,69.2,11,62.4,23,66.2,3,100
32,2017-10-23 02:40:00,1,71.6,5,69.5,10,59.6,16,63.4,3,100
33,2017-10-23 02:45:00,0,71.6,4,69.6,15,63.3,19,64.6,3,100
34,2017-10-23 02:50:00,1,71.7,4,69.6,6,61.4,11,65.3,3,100
35,2017-10-23 02:55:00,3,71.8,9,69.5,8,59.9,20,66.0,3,100
36,2017-10-23 03:00:00,2,71.8,9,69.4,6,60.0,17,66.4,3,100
37,2017-10-23 03:05:00,4,71.9,7,69.6,5,61.6,16,67.7,3,100
38,2017-10-23 03:10:00,4,71.9,11,69.6,10,63.4,25,67.5,3,100
39,2017-10-23 03:15:00,1,71.8,9,69.4,9,59.2,19,64.7,3,100
40,2017-10-23 03:20:00,3,71.7,7,69.4,11,59.5,21,64.5,3,100
41,2017-10-23 03:25:00,1,71.9,5,69.7,6,61.6,12,65.8,3,100
42,2017-10-23 03:30:00,3,71.9,10,69.9,13,60.9,26,65.6,3,100
43,2017-10-23 03:35:00,5,71.9,5,69.7,10,62.9,20,66.8,3,100
44,2017-10-23 03:40:00,4,71.8,10,69.8,6,61.0,20,67.6,3,100
45,2017-10-23 03:45:00,7,71.8,11,69.9,12,60.7,30,66.7,3,100
46,2017-10-23 03:50:00,4,71.7,8,69.9,6,61.6,18,67.5,3,100
47,2017-10-23 03:55:00,1,71.7,6,69.6,15,66.3,22,67.4,3,100
48,2017-10-23 04:00:00,5,71.8,12,69.2,15,62.1,32,66.3,3,100
49,2017-10-23 04:05:00,4,71.9,9,69.5,10,60.6,23,66.0,3,100
50,2017-10-23 04:10:00,11,71.8,11,69.5,13,65.0,35,68.6,3,100
51,2017-10-23 04:15:00,5,72.0,13,69.2,10,63.2,28,67.6,3,100
52,2017-10-23 04:20:00,4,71.9,9,69.4,10,62.5,23,66.8,3,100
53,2017-10-23 04:25:00,7,71.8,9,69.4,14,62.4,30,66.7,3,100
54,2017-10-23 04:30:00,5,71.8,17,69.1,11,60.4,33,66.6,3,100
55,2017-10-23 04:35:00,0,71.8,1,69.4,9,57.5,10,58.7,3,100
56,2017-10-23 04:40:00,13,71.8,16,69.6,13,62.5,42,68.1,3,100
57,2017-10-23 04:45:00,13,71.8,25,69.4,17,61.7,55,67.6,3,100
58,2017-10-23 04:50:00,11,71.8,22,69.5,14,56.9,47,66.3,3,100
59,2017-10-23 04:55:00,10,71.8,20,69.5,15,57.9,45,66.1,3,100
60,2017-10-23 05:00:00,12,71.8,19,69.8,16,62.8,47,67.9,3,100
61,2017-10-23 05:05:00,16,71.9,12,69.6,14,68.5,42,70.1,3,100
62,2017-10-23 05:10:00,22,72.1,26,69.6,19,62.7,67,68.5,3,100
63,2017-10-23 05:15:00,30,72.2,22,69.5,19,57.9,71,67.5,3,100
64,2017-10-23 05:20:00,12,71.9,23,69.8,12,59.0,47,67.6,3,100
65,2017-10-23 05:25:00,19,71.8,26,69.3,19,67.0,64,69.4,3,100
66,2017-10-23 05:30:00,18,71.8,30,69.3,20,70.0,68,70.2,3,100
67,2017-10-23 05:35:00,30,71.9,34,69.2,27,72.7,91,71.1,3,100
68,2017-10-23 05:40:00,22,71.8,28,69.1,21,72.7,71,71.0,3,100
69,2017-10-23 05:45:00,25,72.0,29,69.0,16,71.2,70,70.6,3,100
70,2017-10-23 05:50:00,26,72.0,28,69.2,27,67.3,81,69.5,3,100
71,2017-10-23 05:55:00,36,72.3,36,69.0,26,65.6,98,69.3,3,100
72,2017-10-23 06:00:00,26,72.0,30,65.6,22,58.7,78,65.8,3,100
73,2017-10-23 06:05:00,43,71.5,45,66.7,24,56.2,112,66.3,3,100
74,2017-10-23 06:10:00,31,71.5,32,68.0,30,54.5,93,64.8,3,100
75,2017-10-23 06:15:00,24,71.7,34,69.1,24,52.9,82,65.1,3,100
76,2017-10-23 06:20:00,34,71.9,45,70.0,26,61.8,105,68.6,3,100
77,2017-10-23 06:25:00,27,71.7,31,68.7,18,54.7,76,66.4,3,100
78,2017-10-23 06:30:00,27,71.4,38,69.5,26,55.4,91,66.0,3,100
79,2017-10-23 06:35:00,32,71.3,39,69.5,20,57.2,91,67.4,3,100
80,2017-10-23 06:40:00,27,71.6,39,68.6,27,57.4,93,66.2,3,100
81,2017-10-23 06:45:00,33,71.2,33,69.0,24,61.6,90,67.8,3,100
82,2017-10-23 06:50:00,32,71.4,48,70.0,25,67.6,105,69.9,3,100
83,2017-10-23 06:55:00,30,71.6,37,69.8,23,64.6,90,69.1,3,100
84,2017-10-23 07:00:00,27,71.6,41,69.3,20,61.6,88,68.3,3,100
85,2017-10-23 07:05:00,29,72.1,44,70.7,21,59.4,94,68.6,3,100
86,2017-10-23 07:10:00,38,70.8,34,70.4,25,57.3,97,67.2,3,100
87,2017-10-23 07:15:00,28,71.2,37,70.1,28,56.2,93,66.2,3,100
88,2017-10-23 07:20:00,35,71.3,40,70.5,25,58.8,100,67.9,3,100
89,2017-10-23 07:25:00,47,71.4,43,70.2,23,61.5,113,68.9,3,100
90,2017-10-23 07:30:00,39,70.6,41,70.9,23,62.0,103,68.8,3,100
91,2017-10-23 07:35:00,46,71.3,56,72.2,21,71.3,123,71.7,3,100
92,2017-10-23 07:40:00,30,71.6,38,71.6,21,63.7,89,69.7,3,100
93,2017-10-23 07:45:00,47,71.2,50,72.8,24,61.0,121,69.8,3,100
