,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2017-10-30 00:00:00,8,71.9,16,69.7,7,62.7,31,68.7,3,100
1,2017-10-30 00:05:00,6,71.8,18,69.8,8,60.0,32,67.7,3,100
2,2017-10-30 00:10:00,6,71.8,9,69.8,9,59.3,24,66.4,3,100
3,2017-10-30 00:15:00,4,72.1,12,69.8,7,60.5,23,67.4,3,100
4,2017-10-30 00:20:00,2,71.8,7,70.0,3,60.8,12,68.0,3,100
5,2017-10-30 00:25:00,8,71.8,9,69.8,7,59.6,24,67.5,3,100
6,2017-10-30 00:30:00,6,71.9,17,69.9,6,61.2,29,68.5,3,100
7,2017-10-30 00:35:00,3,71.9,9,69.8,11,56.6,23,63.8,3,100
8,2017-10-30 00:40:00,2,72.0,8,69.8,7,60.4,17,66.2,3,100
9,2017-10-30 00:45:00,3,71.9,13,69.6,9,61.3,25,66.9,3,100
10,2017-10-30 00:50:00,9,72.0,6,69.8,9,59.0,24,66.6,3,100
11,2017-10-30 00:55:00,2,71.9,8,69.6,4,60.4,14,67.3,3,100
12,2017-10-30 01:00:00,3,72.0,14,69.1,6,60.7,23,67.3,3,100
13,2017-10-30 01:05:00,6,71.8,7,69.1,5,60.3,18,67.6,3,100
14,2017-10-30 01:10:00,5,71.7,11,69.5,3,61.1,19,68.8,3,100
15,2017-10-30 01:15:00,0,71.7,5,69.7,7,60.0,12,64.0,3,100
16,2017-10-30 01:20:00,4,71.7,6,69.7,6,59.6,16,66.4,3,100
17,2017-10-30 01:25:00,2,71.8,6,69.8,6,59.5,14,65.7,3,100
18,2017-10-30 01:30:00,4,71.8,8,69.7,10,62.9,22,67.0,3,100
19,2017-10-30 01:35:00,10,71.8,10,69.7,9,59.6,29,67.3,3,100
20,2017-10-30 01:40:00,0,71.8,4,69.8,6,60.9,10,64.5,3,100
21,2017-10-30 01:45:00,3,71.9,6,69.8,7,62.4,16,67.0,3,100
22,2017-10-30 01:50:00,2,71.8,8,69.6,9,59.4,19,65.0,3,100
