,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2018-01-29 00:00:00,1,71.9,13,69.7,8,62.7,22,67.3,3,100.0
1,2018-01-29 00:05:00,2,72.0,13,69.7,11,62.6,26,66.9,3,100.0
2,2018-01-29 00:10:00,4,72.0,12,69.7,11,62.7,27,67.2,3,100.0
3,2018-01-29 00:15:00,4,72.0,10,69.6,12,62.9,26,66.9,3,100.0
4,2018-01-29 00:20:00,2,72.2,12,69.6,11,62.8,25,66.8,3,100.0
5,2018-01-29 00:25:00,0,72.2,11,69.8,3,62.8,14,68.3,3,100.0
6,2018-01-29 00:30:00,0,72.2,10,69.7,8,62.8,18,66.6,3,100.0
7,2018-01-29 00:35:00,3,72.0,10,68.7,7,62.7,20,67.1,3,100.0
8,2018-01-29 00:40:00,1,72.0,8,69.3,4,62.8,13,67.5,3,100.0
9,2018-01-29 00:45:00,1,71.8,5,69.5,5,62.7,11,66.6,3,100.0
10,2018-01-29 00:50:00,0,71.8,5,69.7,5,62.6,10,66.2,3,100.0
11,2018-01-29 00:55:00,1,71.5,5,69.8,12,62.8,18,65.2,3,100.0
12,2018-01-29 01:00:00,2,71.7,12,69.7,2,62.8,16,69.1,3,100.0
13,2018-01-29 01:05:00,0,71.7,4,69.6,4,62.7,8,66.1,3,100.0
14,2018-01-29 01:10:00,1,71.8,4,69.7,2,62.7,7,68.0,3,100.0
15,2018-01-29 01:15:00,0,71.8,12,69.7,3,62.7,15,68.3,3,100.0
16,2018-01-29 01:20:00,0,71.8,5,69.4,2,62.8,7,67.5,3,100.0
17,2018-01-29 01:25:00,0,71.8,7,69.4,3,62.8,10,67.4,3,100.0
18,2018-01-29 01:30:00,1,71.7,6,69.4,6,62.6,13,66.4,3,100.0
19,2018-01-29 01:35:00,0,71.7,7,69.5,7,62.2,14,65.8,3,100.0
20,2018-01-29 01:40:00,1,71.7,4,69.6,3,62.4,8,67.2,3,100.0
21,2018-01-29 01:45:00,2,71.7,10,69.7,4,62.7,16,68.2,3,100.0
22,2018-01-29 01:50:00,3,71.8,3,69.1,7,62.5,13,66.2,3,100.0
23,2018-01-29 01:55:00,2,71.8,4,68.7,4,62.2,10,66.7,3,100.0
24,2018-01-29 02:00:00,0,71.8,4,69.2,3,62.5,7,66.3,3,100.0
25,2018-01-29 02:05:00,3,71.8,1,69.7,4,62.1,8,66.7,3,100.0
26,2018-01-29 02:10:00,2,71.9,3,69.7,7,62.4,12,65.8,3,100.0
27,2018-01-29 02:15:00,0,71.9,3,69.8,4,62.7,7,65.7,3,100.0
28,2018-01-29 02:20:00,1,71.9,6,69.9,3,62.5,10,67.9,3,100.0
29,2018-01-29 02:25:00,0,71.9,2,69.7,3,62.6,5,65.4,3,100.0
30,2018-01-29 02:30:00,0,71.9,5,69.9,6,62.7,11,66.0,3,100.0
31,2018-01-29 02:35:00,1,71.9,7,70.1,5,62.7,13,67.4,3,100.0
32,2018-01-29 02:40:00,3,71.9,6,69.9,9,62.7,18,66.6,3,100.0
33,2018-01-29 02:45:00,2,71.8,10,69.7,7,62.8,19,67.4,3,100.0
34,2018-01-29 02:50:00,4,71.9,5,69.8,11,62.8,20,66.4,3,100.0
35,2018-01-29 02:55:00,4,71.8,3,70.1,8,62.9,15,66.7,3,100.0
36,2018-01-29 03:00:00,2,71.8,7,69.4,11,62.9,20,66.1,3,100.0
37,2018-01-29 03:05:00,5,71.8,9,69.2,13,62.7,27,66.6,3,100.0
38,2018-01-29 03:10:00,2,71.8,5,69.1,7,62.7,14,66.3,3,100.0
39,2018-01-29 03:15:00,6,72.0,8,69.5,11,62.7,25,67.1,3,100.0
40,2018-01-29 03:20:00,3,72.0,10,68.8,8,62.7,21,66.9,3,100.0
41,2018-01-29 03:25:00,2,72.0,10,68.9,9,62.8,21,66.6,3,100.0
42,2018-01-29 03:30:00,8,72.0,9,69.5,12,62.9,29,67.5,3,100.0
43,2018-01-29 03:35:00,9,71.9,8,68.5,20,62.9,37,66.3,3,100.0
44,2018-01-29 03:40:00,4,71.8,7,69.1,11,62.9,22,66.5,3,100.0
45,2018-01-29 03:45:00,5,71.8,10,69.3,15,62.8,30,66.5,3,100.0
46,2018-01-29 03:50:00,7,71.9,10,68.6,19,62.9,36,66.2,3,100.0
47,2018-01-29 03:55:00,9,71.8,8,68.9,18,62.9,35,66.6,3,100.0
48,2018-01-29 04:00:00,5,71.8,11,69.6,19,62.9,35,66.3,3,100.0
49,2018-01-29 04:05:00,13,71.7,17,70.2,20,63.0,50,67.7,3,100.0
50,2018-01-29 04:10:00,13,71.7,9,69.1,18,62.7,40,67.1,3,100.0
51,2018-01-29 04:15:00,13,71.8,10,69.7,19,62.8,42,67.2,3,100.0
52,2018-01-29 04:20:00,19,71.9,15,69.8,25,62.6,59,67.4,3,100.0
53,2018-01-29 04:25:00,20,72.0,17,70.4,28,62.8,65,67.6,3,100.0
54,2018-01-29 04:30:00,34,72.1,19,69.8,37,63.2,90,68.0,3,100.0
