,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2017/12/4 0:00,15,69.4,31,64.8,29,60.1,75,63.9,3,0
1,2017/12/4 0:05,19,69.4,35,64.9,33,60.2,87,64.1,3,0
2,2017/12/4 0:10,18,69.7,33,65.1,31,60.4,82,64.3,3,0
3,2017/12/4 0:15,16,69.1,31,64.5,30,59.8,77,63.6,3,0
4,2017/12/4 0:20,13,68,29,63.4,28,58.7,70,62.4,3,0
5,2017/12/4 0:25,12,68.9,27,64.3,27,59.6,66,63.2,3,0
6,2017/12/4 0:30,10,69.3,25,64.7,25,60,60,63.5,3,0
7,2017/12/4 0:35,11,69.5,26,64.9,26,60.2,63,63.8,3,0
8,2017/12/4 0:40,11,69.5,26,64.9,26,60.2,63,63.8,3,0
9,2017/12/4 0:45,11,69.6,27,65,26,60.3,64,63.8,3,0
10,2017/12/4 0:50,19,69.1,25,64.5,24,59.8,68,64.1,3,0
11,2017/12/4 0:55,17,69.3,24,64.7,24,60,65,64.2,3,0
12,2017/12/4 1:00,19,69.4,25,64.9,24,60.2,68,64.5,3,0
13,2017/12/4 1:05,13,69.2,29,64.6,28,59.9,70,63.5,3,0
14,2017/12/4 1:10,13,69.4,28,64.8,27,60.1,68,63.8,3,0
15,2017/12/4 1:15,10,69.3,25,64.8,25,60.1,60,63.6,3,0
16,2017/12/4 1:20,11,69.1,26,64.5,26,59.8,63,63.4,3,0
17,2017/12/4 1:25,17,68.9,24,64.3,23,59.6,64,63.8,3,0
18,2017/12/4 1:30,8,69.2,24,64.6,23,59.9,55,63.3,3,0
19,2017/12/4 1:35,6,69.3,22,64.7,22,60,50,63.2,3,0
20,2017/12/4 1:40,9,69.4,25,64.9,24,60.2,58,63.6,3,0
21,2017/12/4 1:45,7,69.3,23,64.8,23,60,53,63.3,3,0
22,2017/12/4 1:50,10,69.4,25,64.8,25,60.1,60,63.6,3,0
23,2017/12/4 1:55,12,69.4,22,64.8,22,60.1,56,63.9,3,0
24,2017/12/4 2:00,10,69.4,20,64.9,21,60.2,51,63.8,3,0
25,2017/12/4 2:05,7,69.3,23,64.7,23,60,53,63.2,3,0
26,2017/12/4 2:10,6,69.4,22,64.9,22,60.2,50,63.3,3,0
27,2017/12/4 2:15,7,69.4,23,64.8,23,60.1,53,63.4,3,0
28,2017/12/4 2:20,9,69.4,20,64.9,20,60.2,49,63.8,3,0
29,2017/12/4 2:25,7,69,22,64.4,22,59.7,51,63,3,0
30,2017/12/4 2:30,5,69,21,64.4,21,59.7,47,62.8,3,0
31,2017/12/4 2:35,5,69.2,20,64.6,21,59.9,46,63,3,0
32,2017/12/4 2:40,8,69.3,24,64.7,24,60,56,63.3,3,0
33,2017/12/4 2:45,10,69,25,64.3,25,59.7,60,63.2,3,0
34,2017/12/4 2:50,7,69.3,23,64.7,23,60,53,63.3,3,0
35,2017/12/4 2:55,7,68.9,22,64.3,22,59.6,51,62.9,3,0
36,2017/12/4 3:00,6,68.7,22,64.1,22,59.4,50,62.6,3,0
37,2017/12/4 3:05,6,69.3,23,64.7,23,60,52,63.1,3,0
38,2017/12/4 3:10,13,69.2,22,64.6,22,59.9,57,63.9,3,0
39,2017/12/4 3:15,13,69.5,22,64.9,22,60.2,57,64.2,3,0
40,2017/12/4 3:20,12,69.6,21,65,21,60.3,54,64.2,3,0
41,2017/12/4 3:25,8,69.6,20,65,20,60.3,48,63.8,3,0
42,2017/12/4 3:30,7,69,22,64.5,23,59.8,52,63,3,0
43,2017/12/4 3:35,7,69,23,64.4,23,59.7,53,63,3,0
44,2017/12/4 3:40,7,69,23,64.3,23,59.7,53,62.9,3,0
45,2017/12/4 3:45,14,69.5,22,64.9,22,60.2,58,64.2,3,0
46,2017/12/4 3:50,18,69.8,24,65.2,24,60.5,66,64.8,3,0
47,2017/12/4 3:55,7,69.4,22,64.9,22,60.2,51,63.5,3,0
48,2017/12/4 4:00,9,69.7,25,65.1,25,60.4,59,63.8,3,0
49,2017/12/4 4:05,15,69.5,22,64.9,22,60.2,59,64.3,3,0
50,2017/12/4 4:10,13,69.4,22,64.9,22,60.2,57,64.1,3,0
51,2017/12/4 4:15,10,68.5,26,63.9,25,59.2,61,62.7,3,0
52,2017/12/4 4:20,13,69.2,22,64.6,22,59.9,57,63.8,3,0
53,2017/12/4 4:25,9,69.7,24,65.1,24,60.4,57,63.8,3,0
54,2017/12/4 4:30,11,69.5,26,64.9,26,60.2,63,63.8,3,0
55,2017/12/4 4:35,21,69.1,26,64.4,25,59.7,72,64.2,3,0
56,2017/12/4 4:40,18,69.7,24,65.1,24,60.4,66,64.6,3,0
57,2017/12/4 4:45,25,68.6,28,64,27,59.3,80,63.8,3,0
58,2017/12/4 4:50,11,66.4,27,61.7,26,57.1,64,60.6,3,0
59,2017/12/4 4:55,13,67.2,28,62.5,27,57.9,68,61.6,3,0
60,2017/12/4 5:00,13,69,28,64.4,27,59.7,68,63.4,3,0
61,2017/12/4 5:05,27,69.8,29,65.2,27,60.5,83,65.1,3,0
62,2017/12/4 5:10,16,69.2,31,64.6,29,59.9,76,63.7,3,0
63,2017/12/4 5:15,17,69.2,32,64.6,31,59.9,80,63.8,3,0
64,2017/12/4 5:20,17,69.3,32,64.7,31,60,80,63.8,3,0
65,2017/12/4 5:25,28,69.9,29,65.3,28,60.6,85,65.3,3,0
66,2017/12/4 5:30,30,70.3,30,65.8,29,61,89,65.7,3,0
67,2017/12/4 5:35,40,69.9,35,65.4,33,60.7,108,65.6,3,0
68,2017/12/4 5:40,22,69,37,64.4,34,59.7,93,63.8,3,0
69,2017/12/4 5:45,29,68.9,43,64.3,39,59.6,111,63.8,3,0
70,2017/12/4 5:50,24,69.9,39,65.3,36,60.6,99,64.7,3,0
71,2017/12/4 5:55,18,71.1,33,66.6,31,61.8,82,65.8,3,0
72,2017/12/4 6:00,23,67.9,38,63.2,35,58.6,96,62.6,3,0
73,2017/12/4 6:05,21,66.7,36,61.9,33,57.3,90,61.4,3,0
74,2017/12/4 6:10,23,65,38,60.1,35,55.6,96,59.7,3,0
75,2017/12/4 6:15,29,66.5,44,61.7,40,57.2,113,61.3,3,0
76,2017/12/4 6:20,26,67.1,41,62.3,38,57.7,105,61.8,3,0
77,2017/12/4 6:25,31,66.2,46,61.4,41,56.8,118,61.1,3,0
78,2017/12/4 6:30,32,66.4,47,61.6,42,57.1,121,61.3,3,0
79,2017/12/4 6:35,35,67,50,62.3,45,57.7,130,61.9,3,0
80,2017/12/4 6:40,40,66.4,55,61.7,49,57.1,144,61.4,3,0
81,2017/12/4 6:45,35,66.6,50,61.8,45,57.3,130,61.5,3,0
82,2017/12/4 6:50,32,63.4,46,58.5,42,54.1,120,58.3,3,0
83,2017/12/4 6:55,36,64.2,51,59.3,46,54.8,133,59.1,3,0
84,2017/12/4 7:00,28,62.8,43,57.8,39,53.4,110,57.5,3,0
85,2017/12/4 7:05,34,63.4,49,58.5,44,54,127,58.2,3,0
86,2017/12/4 7:10,44,64.5,59,59.7,52,55.2,155,59.5,3,0
87,2017/12/4 7:15,40,66.1,55,61.3,49,56.8,144,61.1,3,0
88,2017/12/4 7:20,40,65.1,54,60.3,49,55.7,143,60.1,3,0
89,2017/12/4 7:25,50,65,65,60.1,58,55.6,173,60,3,0
90,2017/12/4 7:30,55,67,69,62.2,60,57.6,184,62.1,3,0
91,2017/12/4 7:35,52,67.7,66,63,58,58.4,176,62.9,3,0
92,2017/12/4 7:40,56,66.6,72,61.7,63,57.1,191,61.6,3,0
93,2017/12/4 7:45,60,67,75,62.2,65,57.6,200,62.1,3,0
94,2017/12/4 7:50,56,67.4,70,62.6,62,58,188,62.5,3,0
95,2017/12/4 7:55,56,67.7,71,62.9,62,58.3,189,62.8,3,0
96,2017/12/4 8:00,51,67.6,64,62.8,57,58.2,172,62.7,3,0
97,2017/12/4 8:05,59,66.9,75,62.2,66,57.6,200,62.1,3,0
98,2017/12/4 8:10,57,66.4,72,61.5,63,56.9,192,61.4,3,0
99,2017/12/4 8:15,56,67,71,62.2,63,57.6,190,62.1,3,0
100,2017/12/4 8:20,63,67.5,79,62.7,69,58,211,62.6,3,0
101,2017/12/4 8:25,52,67.1,67,62.2,59,57.7,178,62.1,3,0
102,2017/12/4 8:30,52,67.4,68,62.6,60,58,180,62.5,3,0
103,2017/12/4 8:35,57,67.9,71,63.2,63,58.6,191,63.1,3,0
104,2017/12/4 8:40,52,66.5,68,61.6,60,57.1,180,61.5,3,0
105,2017/12/4 8:45,49,66.9,65,62,57,57.4,171,61.9,3,0
106,2017/12/4 8:50,51,67.9,66,63.1,58,58.5,175,63,3,0
107,2017/12/4 8:55,50,67.6,65,62.9,58,58.3,173,62.7,3,0
108,2017/12/4 9:00,53,67.3,68,62.5,60,57.9,181,62.4,3,0
109,2017/12/4 9:05,51,68.1,66,63.3,58,58.7,175,63.2,3,0
110,2017/12/4 9:10,58,68.5,74,63.8,65,59.2,197,63.7,3,0
111,2017/12/4 9:15,46,68,62,63.3,55,58.6,163,63,3,0
112,2017/12/4 9:20,48,68,64,63.3,56,58.7,168,63.1,3,0
113,2017/12/4 9:25,51,66.6,66,61.8,58,57.2,175,61.7,3,0
114,2017/12/4 9:30,49,65.6,64,60.6,57,56.1,170,60.5,3,0
115,2017/12/4 9:35,48,66.5,63,61.6,56,57.1,167,61.5,3,0
116,2017/12/4 9:40,45,65.3,61,60.4,54,55.9,160,60.2,3,0
117,2017/12/4 9:45,46,66.4,61,61.6,54,57.1,161,61.5,3,0
118,2017/12/4 9:50,47,67.9,62,63.2,55,58.6,164,63,3,0
119,2017/12/4 9:55,50,66.1,65,61.1,58,56.6,173,61,3,0
120,2017/12/4 10:00,48,65.7,64,60.7,56,56.2,168,60.6,3,0
121,2017/12/4 10:05,45,67.2,61,62.3,54,57.7,160,62.1,3,0
122,2017/12/4 10:10,51,67.6,67,62.9,59,58.3,177,62.7,3,0
123,2017/12/4 10:15,33,66.8,48,62,43,57.5,124,61.7,3,0
124,2017/12/4 10:20,34,66.3,51,61.5,46,57,131,61.2,3,0
125,2017/12/4 10:25,44,66.8,61,62.1,54,57.5,159,61.8,3,0
126,2017/12/4 10:30,40,59.8,57,54.3,51,50.1,148,54.3,3,0
127,2017/12/4 10:35,39,53.2,56,47.4,50,43.4,145,47.6,3,0
128,2017/12/4 10:40,50,61.5,65,56.2,58,51.9,173,56.3,3,0
129,2017/12/4 10:45,47,64.9,63,59.9,56,55.4,166,59.8,3,0
130,2017/12/4 10:50,55,65.5,71,60.7,62,56.2,188,60.6,3,0
131,2017/12/4 10:55,44,65.6,60,60.8,53,56.3,157,60.6,3,0
132,2017/12/4 11:00,48,67.2,64,62.5,56,57.9,168,62.3,3,0
133,2017/12/4 11:05,49,66.8,64,62,57,57.5,170,61.9,3,0
134,2017/12/4 11:10,54,66.4,70,61.6,62,57,186,61.4,3,0
135,2017/12/4 11:15,52,66.6,68,61.8,60,57.2,180,61.7,3,0
136,2017/12/4 11:20,51,67.6,67,63.1,59,58.4,177,62.8,3,0
137,2017/12/4 11:25,57,66.7,74,61.9,64,57.4,195,61.8,3,0
138,2017/12/4 11:30,53,66.6,69,61.8,61,57.2,183,61.6,3,0
139,2017/12/4 11:35,59,65.6,76,60.6,66,56.1,201,60.6,3,0
140,2017/12/4 11:40,49,66.6,65,61.8,57,57.2,171,61.7,3,0
141,2017/12/4 11:45,52,65.2,68,60.2,60,55.7,180,60.2,3,0
142,2017/12/4 11:50,51,65.9,66,61,58,56.5,175,61,3,0
143,2017/12/4 11:55,54,67.8,71,63.1,62,58.4,187,62.9,3,0
144,2017/12/4 12:00,55,66.6,71,61.8,63,57.2,189,61.7,3,0
145,2017/12/4 12:05,52,68,68,63.3,60,58.6,180,63.1,3,0
146,2017/12/4 12:10,61,68.6,77,63.9,68,59.2,206,63.7,3,0
147,2017/12/4 12:15,56,67.9,72,63.2,63,58.5,191,63,3,0
148,2017/12/4 12:20,56,68.4,72,63.7,63,59.1,191,63.6,3,0
149,2017/12/4 12:30,61,67.4,77,62.7,67,58.1,205,62.6,3,0
150,2017/12/4 12:35,57,66.9,74,62.1,65,57.5,196,62,3,0
151,2017/12/4 12:40,62,66.6,77,61.7,67,57.1,206,61.7,3,0
152,2017/12/4 12:45,66,66.7,81,61.8,71,57.2,218,61.8,3,0
153,2017/12/4 12:50,56,66.6,73,61.8,64,57.2,193,61.6,3,0
154,2017/12/4 12:55,62,66.9,78,62,68,57.4,208,62,3,0
155,2017/12/4 13:00,57,66.3,73,61.4,64,56.9,194,61.4,3,0
156,2017/12/4 13:05,54,67.1,70,62.4,62,57.8,186,62.2,3,0
157,2017/12/4 13:10,63,66.1,80,61.2,70,56.6,213,61.1,3,0
158,2017/12/4 13:15,63,66.4,79,61.6,69,57,211,61.5,3,0
159,2017/12/4 13:20,68,65.6,84,60.6,73,56.1,225,60.7,3,0
160,2017/12/4 13:25,61,66.2,76,61.4,67,56.8,204,61.3,3,0
161,2017/12/4 13:30,63,66.2,78,61.4,68,56.8,209,61.3,3,0
162,2017/12/4 13:35,71,66.1,86,61.2,75,56.7,232,61.3,3,0
163,2017/12/4 13:40,65,66.2,82,61.3,71,56.7,218,61.3,3,0
164,2017/12/4 13:45,62,65.5,78,60.5,68,56,208,60.5,3,0
165,2017/12/4 13:50,65,65.8,81,60.9,71,56.4,217,60.9,3,0
166,2017/12/4 13:55,62,65.8,78,60.9,68,56.4,208,60.9,3,0
167,2017/12/4 14:00,64,66.7,80,61.9,70,57.3,214,61.8,3,0
168,2017/12/4 14:05,67,66.1,83,61.2,72,56.7,222,61.2,3,0
169,2017/12/4 14:10,71,66.5,87,61.7,76,57.1,234,61.7,3,0
170,2017/12/4 14:15,70,66.5,86,61.7,75,57.1,231,61.7,3,0
171,2017/12/4 14:20,67,65.6,82,60.7,72,56.1,221,60.7,3,0
172,2017/12/4 14:25,66,66.8,82,62.1,71,57.5,219,62.1,3,0
