,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2018-01-15 00:00:00,14,69.4,29,64.8,28,60.1,71,63.9,3,0
1,2018-01-15 00:05:00,17,69.2,32,64.6,31,59.9,80,63.8,3,0
2,2018-01-15 00:10:00,17,69.4,33,64.8,31,60.1,81,63.9,3,0
3,2018-01-15 00:15:00,14,68.9,30,64.3,28,59.6,72,63.4,3,0
4,2018-01-15 00:20:00,16,68.9,32,64.3,30,59.6,78,63.4,3,0
5,2018-01-15 00:25:00,13,68.6,29,64.0,28,59.3,70,63.0,3,0
6,2018-01-15 00:30:00,13,69.1,29,64.5,28,59.8,70,63.4,3,0
7,2018-01-15 00:35:00,14,69.1,29,64.5,28,59.8,71,63.5,3,0
8,2018-01-15 00:40:00,15,69.8,30,65.2,29,60.5,74,64.3,3,0
9,2018-01-15 00:45:00,13,69.5,29,64.9,28,60.2,70,63.9,3,0
10,2018-01-15 00:50:00,14,69.4,30,64.8,29,60.1,73,63.8,3,0
11,2018-01-15 00:55:00,13,69.2,29,64.6,28,59.9,70,63.6,3,0
12,2018-01-15 01:00:00,8,69.4,24,64.8,24,60.1,56,63.4,3,0
13,2018-01-15 01:05:00,15,69.6,31,65.0,29,60.3,75,64.1,3,0
14,2018-01-15 01:10:00,11,69.6,26,65.0,26,60.3,63,63.9,3,0
15,2018-01-15 01:15:00,7,69.2,23,64.6,23,59.9,53,63.2,3,0
16,2018-01-15 01:20:00,8,69.4,24,64.8,24,60.1,56,63.4,3,0
17,2018-01-15 01:25:00,7,69.5,23,64.9,23,60.2,53,63.5,3,0
18,2018-01-15 01:30:00,10,69.6,26,65.0,26,60.3,62,63.8,3,0
19,2018-01-15 01:35:00,6,69.5,22,65.0,22,60.3,50,63.4,3,0
20,2018-01-15 01:40:00,9,69.3,25,64.7,25,60.0,59,63.5,3,0
