5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2/19/2018 0:00,14,69.30,30,64.70,44,66.20,2,0.00
2/19/2018 0:05,11,69.20,26,64.60,37,66.00,2,0.00
2/19/2018 0:10,9,69.20,24,64.60,33,65.90,2,0.00
2/19/2018 0:15,10,69.20,26,64.60,36,65.90,2,0.00
2/19/2018 0:20,12,69.30,28,64.70,40,66.10,2,0.00
2/19/2018 0:25,11,69.30,27,64.70,38,66.00,2,0.00
2/19/2018 0:30,11,69.30,27,64.70,38,66.00,2,0.00
2/19/2018 0:35,7,69.40,22,64.80,29,65.90,2,0.00
2/19/2018 0:40,8,69.40,24,64.80,32,66.00,2,0.00
2/19/2018 0:45,8,69.40,23,64.80,31,66.00,2,0.00
2/19/2018 0:50,10,69.40,25,64.80,35,66.10,2,0.00
2/19/2018 0:55,10,69.40,25,64.80,35,66.10,2,0.00
2/19/2018 1:00,9,69.40,24,64.80,33,66.10,2,0.00
2/19/2018 1:05,8,69.20,23,64.60,31,65.80,2,0.00
2/19/2018 1:10,10,69.30,25,64.70,35,66.00,2,0.00
2/19/2018 1:15,5,69.40,20,64.80,25,65.70,2,0.00
2/19/2018 1:20,8,69.40,23,64.80,31,66.00,2,0.00
2/19/2018 1:25,5,69.30,21,64.70,26,65.60,2,0.00
2/19/2018 1:30,10,69.30,25,64.70,35,66.00,2,0.00
2/19/2018 1:35,9,69.30,25,64.70,34,65.90,2,0.00
2/19/2018 1:40,7,69.30,22,64.70,29,65.80,2,0.00
2/19/2018 1:45,6,69.20,21,64.60,27,65.60,2,0.00
2/19/2018 1:50,6,69.30,22,64.70,28,65.60,2,0.00
2/19/2018 1:55,7,69.30,22,64.70,29,65.80,2,0.00
2/19/2018 2:00,9,69.30,24,64.70,33,65.90,2,0.00
2/19/2018 2:05,7,69.30,22,64.70,29,65.80,2,0.00
2/19/2018 2:10,10,69.30,25,64.70,35,66.00,2,0.00
2/19/2018 2:15,10,69.30,20,64.70,30,66.20,2,0.00
2/19/2018 2:20,11,69.30,21,64.70,32,66.20,2,0.00
