5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/30/2017 0:00,13,69.30,28,64.70,41,66.20,2,0.00
10/30/2017 0:05,16,69.30,31,64.70,47,66.30,2,0.00
10/30/2017 0:10,11,69.40,27,64.70,38,66.10,2,0.00
10/30/2017 0:15,12,69.20,28,64.60,40,66.00,2,0.00
10/30/2017 0:20,11,69.30,26,64.70,37,66.00,2,0.00
10/30/2017 0:25,10,68.60,25,64.00,35,65.30,2,0.00
10/30/2017 0:30,11,69.10,26,64.50,37,65.80,2,0.00
10/30/2017 0:35,6,69.20,21,64.50,27,65.60,2,0.00
10/30/2017 0:40,13,68.50,28,63.80,41,65.30,2,0.00
10/30/2017 0:45,15,68.80,22,64.20,37,66.10,2,0.00
10/30/2017 0:50,8,69.00,23,64.40,31,65.60,2,0.00
10/30/2017 0:55,9,69.20,24,64.50,33,65.80,2,0.00
10/30/2017 1:00,6,69.00,21,64.40,27,65.40,2,0.00
10/30/2017 1:05,7,69.20,22,64.60,29,65.70,2,0.00
10/30/2017 1:10,8,69.30,23,64.70,31,65.80,2,0.00
10/30/2017 1:15,7,69.30,23,64.70,30,65.80,2,0.00
10/30/2017 1:20,9,69.30,25,64.70,34,65.90,2,0.00
10/30/2017 1:25,8,69.20,24,64.50,32,65.70,2,0.00
10/30/2017 1:30,7,69.40,22,64.70,29,65.90,2,0.00
10/30/2017 1:35,5,69.20,21,64.60,26,65.50,2,0.00
10/30/2017 1:40,14,69.30,22,64.70,36,66.50,2,0.00
10/30/2017 1:45,6,69.40,21,64.70,27,65.80,2,0.00
10/30/2017 1:50,10,69.30,20,64.70,30,66.20,2,0.00
10/30/2017 1:55,6,69.30,21,64.70,27,65.80,2,0.00
10/30/2017 2:00,7,69.30,22,64.70,29,65.80,2,0.00
10/30/2017 2:05,7,69.30,22,64.70,29,65.80,2,0.00
10/30/2017 2:10,5,69.30,20,64.70,25,65.70,2,0.00
10/30/2017 2:15,4,69.30,19,64.70,23,65.50,2,0.00
10/30/2017 2:20,6,69.20,21,64.60,27,65.60,2,0.00
10/30/2017 2:25,9,69.00,24,64.30,33,65.60,2,0.00
10/30/2017 2:30,6,69.10,21,64.50,27,65.50,2,0.00
10/30/2017 2:35,7,69.10,22,64.50,29,65.60,2,0.00
10/30/2017 2:40,6,69.40,21,64.80,27,65.80,2,0.00
10/30/2017 2:45,9,69.30,24,64.70,33,66.00,2,0.00
