5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
12/18/2017 0:00,11,69.30,27,64.70,38,66.10,2,0.00
12/18/2017 0:05,10,69.40,25,64.80,35,66.10,2,0.00
12/18/2017 0:10,8,69.40,23,64.80,31,66.00,2,0.00
12/18/2017 0:15,7,69.40,23,64.80,30,65.90,2,0.00
12/18/2017 0:20,10,69.10,25,64.40,35,65.80,2,0.00
12/18/2017 0:25,8,69.20,23,64.60,31,65.80,2,0.00
12/18/2017 0:30,12,69.20,26,64.60,38,66.10,2,0.00
12/18/2017 0:35,8,69.20,23,64.60,31,65.80,2,0.00
12/18/2017 0:40,10,69.40,25,64.80,35,66.10,2,0.00
12/18/2017 0:45,5,69.40,21,64.80,26,65.70,2,0.00
12/18/2017 0:50,10,69.40,20,64.80,30,66.30,2,0.00
12/18/2017 0:55,8,69.40,23,64.80,31,66.00,2,0.00
12/18/2017 1:00,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 1:05,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 1:10,10,69.40,25,64.80,35,66.10,2,0.00
12/18/2017 1:15,5,69.40,20,64.80,25,65.70,2,0.00
12/18/2017 1:20,10,69.40,20,64.80,30,66.30,2,0.00
12/18/2017 1:25,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 1:30,6,69.30,21,64.70,27,65.70,2,0.00
12/18/2017 1:35,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 1:40,5,69.40,21,64.80,26,65.70,2,0.00
12/18/2017 1:45,11,69.30,21,64.70,32,66.30,2,0.00
12/18/2017 1:50,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 1:55,10,69.30,20,64.70,30,66.30,2,0.00
12/18/2017 2:00,6,69.30,21,64.70,27,65.70,2,0.00
12/18/2017 2:05,10,69.30,20,64.70,30,66.30,2,0.00
12/18/2017 2:10,5,69.30,21,64.70,26,65.60,2,0.00
12/18/2017 2:15,6,69.30,21,64.70,27,65.70,2,0.00
12/18/2017 2:20,6,69.40,22,64.80,28,65.80,2,0.00
12/18/2017 2:25,6,69.40,21,64.80,27,65.80,2,0.00
12/18/2017 2:30,6,69.40,21,64.70,27,65.80,2,0.00
12/18/2017 2:35,6,69.10,21,64.50,27,65.50,2,0.00
12/18/2017 2:40,7,69.30,22,64.60,29,65.70,2,0.00
12/18/2017 2:45,14,69.50,29,64.90,43,66.40,2,0.00
12/18/2017 2:50,9,69.20,24,64.60,33,65.80,2,0.00
12/18/2017 2:55,9,69.20,24,64.60,33,65.90,2,0.00
12/18/2017 3:00,8,69.10,23,64.50,31,65.70,2,0.00
12/18/2017 3:05,7,69.30,22,64.70,29,65.80,2,0.00
12/18/2017 3:10,10,69.10,26,64.50,36,65.80,2,0.00
12/18/2017 3:15,7,69.30,23,64.70,30,65.80,2,0.00
12/18/2017 3:20,11,69.40,27,64.80,38,66.10,2,0.00
12/18/2017 3:25,10,69.10,26,64.50,36,65.80,2,0.00
12/18/2017 3:30,10,69.00,26,64.40,36,65.70,2,0.00
12/18/2017 3:35,14,69.10,30,64.50,44,66.00,2,0.00
12/18/2017 3:40,14,69.20,30,64.60,44,66.10,2,0.00
12/18/2017 3:45,13,69.30,29,64.70,42,66.20,2,0.00
12/18/2017 3:50,14,69.50,30,64.90,44,66.30,2,0.00
12/18/2017 3:55,17,69.50,33,64.90,50,66.50,2,0.00
12/18/2017 4:00,15,69.50,31,64.90,46,66.40,2,0.00
12/18/2017 4:05,17,69.40,33,64.80,50,66.30,2,0.00
12/18/2017 4:10,19,69.20,35,64.60,54,66.20,2,0.00
12/18/2017 4:15,20,69.10,36,64.40,56,66.10,2,0.00
12/18/2017 4:20,25,69.40,42,64.70,67,66.50,2,0.00
12/18/2017 4:25,25,68.90,42,64.30,67,66.00,2,0.00
12/18/2017 4:30,24,69.00,41,64.40,65,66.10,2,0.00
12/18/2017 4:35,31,68.30,49,63.60,80,65.40,2,0.00
12/18/2017 4:40,31,69.40,48,64.90,79,66.70,2,0.00
