5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
11/20/2017 0:00,13,69.30,28,64.70,41,66.20,2,0.00
11/20/2017 0:05,12,69.50,27,64.90,39,66.30,2,0.00
11/20/2017 0:10,13,69.30,29,64.70,42,66.20,2,0.00
11/20/2017 0:15,11,69.20,26,64.60,37,66.00,2,0.00
11/20/2017 0:20,9,69.30,24,64.70,33,66.00,2,0.00
11/20/2017 0:25,12,69.40,27,64.80,39,66.20,2,0.00
11/20/2017 0:30,9,69.40,24,64.80,33,66.00,2,0.00
11/20/2017 0:35,7,69.30,22,64.70,29,65.80,2,0.00
11/20/2017 0:40,8,69.40,23,64.80,31,66.00,2,0.00
11/20/2017 0:45,8,69.30,23,64.70,31,65.90,2,0.00
11/20/2017 0:50,7,69.30,23,64.70,30,65.80,2,0.00
11/20/2017 0:55,9,69.30,24,64.70,33,66.00,2,0.00
11/20/2017 1:00,12,69.50,21,64.90,33,66.50,2,0.00
11/20/2017 1:05,8,69.00,23,64.40,31,65.50,2,0.00
11/20/2017 1:10,6,69.20,21,64.60,27,65.60,2,0.00
11/20/2017 1:15,9,69.30,24,64.70,33,66.00,2,0.00
11/20/2017 1:20,6,69.40,21,64.80,27,65.80,2,0.00
11/20/2017 1:25,6,69.40,21,64.80,27,65.80,2,0.00
11/20/2017 1:30,5,69.30,20,64.70,25,65.60,2,0.00
11/20/2017 1:35,5,69.30,20,64.70,25,65.60,2,0.00
11/20/2017 1:40,6,69.10,21,64.50,27,65.50,2,0.00
11/20/2017 1:45,8,68.90,23,64.30,31,65.50,2,0.00
11/20/2017 1:50,7,69.20,22,64.50,29,65.70,2,0.00
11/20/2017 1:55,7,69.20,22,64.60,29,65.70,2,0.00
11/20/2017 2:00,5,69.30,21,64.70,26,65.60,2,0.00
11/20/2017 2:05,6,69.30,21,64.70,27,65.70,2,0.00
11/20/2017 2:10,5,69.30,21,64.70,26,65.60,2,0.00
11/20/2017 2:15,8,69.20,24,64.60,32,65.70,2,0.00
11/20/2017 2:20,8,69.30,23,64.70,31,65.90,2,0.00
11/20/2017 2:25,5,69.40,20,64.80,25,65.70,2,0.00
11/20/2017 2:30,7,69.30,22,64.70,29,65.80,2,0.00
11/20/2017 2:35,8,69.30,23,64.70,31,65.90,2,0.00
