5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2/05/2018 0:00,9,69.30,24,64.70,33,66.00,2,0.00
2/05/2018 0:05,10,69.40,26,64.80,36,66.10,2,0.00
2/05/2018 0:10,8,69.30,24,64.70,32,65.90,2,0.00
2/05/2018 0:15,11,69.40,26,64.80,37,66.20,2,0.00
2/05/2018 0:20,8,69.30,24,64.70,32,65.80,2,0.00
2/05/2018 0:25,13,69.30,21,64.70,34,66.40,2,0.00
2/05/2018 0:30,8,69.30,23,64.70,31,65.90,2,0.00
2/05/2018 0:35,8,69.10,23,64.50,31,65.70,2,0.00
2/05/2018 0:40,9,69.20,24,64.60,33,65.90,2,0.00
2/05/2018 0:45,7,69.30,22,64.70,29,65.80,2,0.00
2/05/2018 0:50,8,69.40,23,64.70,31,65.90,2,0.00
2/05/2018 0:55,6,69.30,21,64.70,27,65.70,2,0.00
2/05/2018 1:00,7,69.40,22,64.80,29,65.90,2,0.00
2/05/2018 1:05,10,69.40,20,64.80,30,66.30,2,0.00
2/05/2018 1:10,9,69.20,24,64.60,33,65.90,2,0.00
2/05/2018 1:15,6,69.30,21,64.70,27,65.70,2,0.00
2/05/2018 1:20,5,69.30,21,64.70,26,65.50,2,0.00
2/05/2018 1:25,7,69.30,22,64.70,29,65.80,2,0.00
2/05/2018 1:30,6,69.30,21,64.70,27,65.70,2,0.00
2/05/2018 1:35,5,69.30,20,64.70,25,65.70,2,0.00
2/05/2018 1:40,4,69.30,19,64.70,23,65.50,2,0.00
2/05/2018 1:45,8,69.40,24,64.80,32,65.90,2,0.00
2/05/2018 1:50,6,69.20,21,64.60,27,65.60,2,0.00
2/05/2018 1:55,10,69.10,20,64.40,30,66.00,2,0.00
2/05/2018 2:00,11,69.00,21,64.40,32,66.00,2,0.00
2/05/2018 2:05,5,69.10,21,64.50,26,65.40,2,0.00
2/05/2018 2:10,8,69.10,23,64.50,31,65.70,2,0.00
2/05/2018 2:15,6,69.00,21,64.40,27,65.40,2,0.00
2/05/2018 2:20,6,69.10,21,64.50,27,65.50,2,0.00
2/05/2018 2:25,8,69.30,23,64.70,31,65.80,2,0.00
2/05/2018 2:30,7,69.20,22,64.60,29,65.70,2,0.00
2/05/2018 2:35,7,69.20,22,64.60,29,65.70,2,0.00
2/05/2018 2:40,9,69.30,24,64.70,33,66.00,2,0.00
2/05/2018 2:45,11,69.40,26,64.80,37,66.20,2,0.00
2/05/2018 2:50,7,69.40,22,64.80,29,65.90,2,0.00
2/05/2018 2:55,8,69.30,23,64.70,31,65.90,2,0.00
2/05/2018 3:00,8,69.40,24,64.80,32,65.90,2,0.00
