5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/25/2017 0:00,10,69.30,26,64.70,36,66.00,2,0.00
9/25/2017 0:05,14,69.40,30,64.80,44,66.20,2,0.00
9/25/2017 0:10,11,69.30,27,64.70,38,66.10,2,0.00
9/25/2017 0:15,12,69.40,27,64.80,39,66.30,2,0.00
9/25/2017 0:20,16,69.50,32,64.90,48,66.50,2,0.00
9/25/2017 0:25,11,69.30,26,64.70,37,66.10,2,0.00
9/25/2017 0:30,13,69.30,29,64.70,42,66.20,2,0.00
9/25/2017 0:35,9,69.30,24,64.70,33,65.90,2,0.00
9/25/2017 0:40,9,69.30,24,64.70,33,66.00,2,0.00
9/25/2017 0:45,11,69.30,26,64.70,37,66.10,2,0.00
9/25/2017 0:50,8,69.30,24,64.70,32,65.90,2,0.00
9/25/2017 0:55,8,69.30,23,64.70,31,65.90,2,0.00
9/25/2017 1:00,8,69.40,23,64.80,31,66.00,2,0.00
9/25/2017 1:05,7,69.30,23,64.70,30,65.80,2,0.00
9/25/2017 1:10,7,69.40,22,64.80,29,65.90,2,0.00
9/25/2017 1:15,9,69.40,24,64.80,33,66.10,2,0.00
9/25/2017 1:20,7,69.40,22,64.80,29,65.90,2,0.00
9/25/2017 1:25,6,69.40,22,64.80,28,65.80,2,0.00
9/25/2017 1:30,14,69.20,22,64.60,36,66.40,2,0.00
9/25/2017 1:35,5,69.20,21,64.60,26,65.50,2,0.00
9/25/2017 1:40,9,69.30,24,64.70,33,65.90,2,0.00
9/25/2017 1:45,10,69.00,26,64.40,36,65.70,2,0.00
9/25/2017 1:50,12,69.00,21,64.30,33,66.00,2,0.00
9/25/2017 1:55,13,69.20,21,64.50,34,66.30,2,0.00
9/25/2017 2:00,11,69.20,21,64.60,32,66.20,2,0.00
9/25/2017 2:05,7,69.20,22,64.60,29,65.70,2,0.00
