5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/02/2017 0:00,16,69.30,32,64.70,48,66.30,2,0.00
10/02/2017 0:05,12,69.30,27,64.70,39,66.20,2,0.00
10/02/2017 0:10,10,69.30,25,64.70,35,66.10,2,0.00
10/02/2017 0:15,9,69.30,24,64.70,33,65.90,2,0.00
10/02/2017 0:20,12,69.30,27,64.70,39,66.10,2,0.00
10/02/2017 0:25,13,69.30,28,64.70,41,66.20,2,0.00
10/02/2017 0:30,9,69.20,25,64.60,34,65.80,2,0.00
10/02/2017 0:35,8,69.30,24,64.70,32,65.80,2,0.00
10/02/2017 0:40,9,69.20,24,64.60,33,65.80,2,0.00
10/02/2017 0:45,9,69.00,24,64.30,33,65.60,2,0.00
10/02/2017 0:50,10,69.10,26,64.50,36,65.80,2,0.00
10/02/2017 0:55,8,69.10,23,64.50,31,65.70,2,0.00
10/02/2017 1:00,8,69.20,24,64.60,32,65.70,2,0.00
10/02/2017 1:05,9,69.40,24,64.70,33,66.00,2,0.00
10/02/2017 1:10,7,69.40,22,64.80,29,66.00,2,0.00
10/02/2017 1:15,7,69.40,22,64.80,29,65.90,2,0.00
10/02/2017 1:20,6,69.40,21,64.80,27,65.80,2,0.00
10/02/2017 1:25,10,69.40,20,64.80,30,66.30,2,0.00
10/02/2017 1:30,8,69.40,24,64.70,32,65.90,2,0.00
10/02/2017 1:35,6,69.40,21,64.80,27,65.80,2,0.00
10/02/2017 1:40,6,69.30,21,64.70,27,65.80,2,0.00
10/02/2017 1:45,8,69.40,24,64.80,32,65.90,2,0.00
10/02/2017 1:50,7,69.40,22,64.80,29,65.90,2,0.00
10/02/2017 1:55,6,69.40,21,64.80,27,65.80,2,0.00
10/02/2017 2:00,5,69.20,21,64.50,26,65.40,2,0.00
10/02/2017 2:05,5,69.20,20,64.60,25,65.50,2,0.00
10/02/2017 2:10,6,69.20,21,64.60,27,65.60,2,0.00
10/02/2017 2:15,10,69.10,20,64.40,30,66.00,2,0.00
10/02/2017 2:20,5,69.20,20,64.60,25,65.50,2,0.00
10/02/2017 2:25,10,69.20,25,64.60,35,65.90,2,0.00
10/02/2017 2:30,7,69.00,22,64.40,29,65.50,2,0.00
10/02/2017 2:35,7,69.20,22,64.50,29,65.70,2,0.00
10/02/2017 2:40,8,69.20,23,64.60,31,65.80,2,0.00
10/02/2017 2:45,9,69.00,25,64.40,34,65.60,2,0.00
10/02/2017 2:50,13,69.20,29,64.60,42,66.00,2,0.00
10/02/2017 2:55,8,69.30,24,64.70,32,65.90,2,0.00
10/02/2017 3:00,8,69.30,23,64.70,31,65.90,2,0.00
10/02/2017 3:05,7,69.20,23,64.60,30,65.70,2,0.00
10/02/2017 3:10,8,69.30,24,64.70,32,65.80,2,0.00
10/02/2017 3:15,7,69.40,22,64.80,29,65.90,2,0.00
10/02/2017 3:20,11,68.90,27,64.30,38,65.60,2,0.00
10/02/2017 3:25,6,69.20,22,64.50,28,65.50,2,0.00
10/02/2017 3:30,11,69.10,26,64.40,37,65.80,2,0.00
