5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
1/15/2018 0:00,16,69.30,32,64.70,48,66.30,2,0.00
1/15/2018 0:05,12,69.20,27,64.60,39,66.00,2,0.00
1/15/2018 0:10,12,69.10,27,64.50,39,65.90,2,0.00
1/15/2018 0:15,10,69.20,25,64.60,35,65.90,2,0.00
1/15/2018 0:20,12,69.30,27,64.70,39,66.10,2,0.00
1/15/2018 0:25,9,69.30,24,64.70,33,65.90,2,0.00
1/15/2018 0:30,9,69.30,24,64.70,33,66.00,2,0.00
1/15/2018 0:35,10,69.20,25,64.50,35,65.90,2,0.00
1/15/2018 0:40,11,69.20,26,64.60,37,66.00,2,0.00
1/15/2018 0:45,9,69.30,24,64.70,33,66.00,2,0.00
1/15/2018 0:50,11,69.30,26,64.70,37,66.00,2,0.00
1/15/2018 0:55,8,69.30,24,64.70,32,65.80,2,0.00
1/15/2018 1:00,8,69.30,23,64.70,31,65.90,2,0.00
1/15/2018 1:05,6,69.40,21,64.80,27,65.80,2,0.00
1/15/2018 1:10,7,69.40,23,64.80,30,65.90,2,0.00
1/15/2018 1:15,6,69.20,21,64.60,27,65.60,2,0.00
1/15/2018 1:20,7,69.20,23,64.60,30,65.70,2,0.00
1/15/2018 1:25,7,69.30,22,64.70,29,65.80,2,0.00
1/15/2018 1:30,10,69.30,20,64.70,30,66.20,2,0.00
1/15/2018 1:35,7,69.30,22,64.70,29,65.80,2,0.00
1/15/2018 1:40,9,69.40,24,64.80,33,66.00,2,0.00
1/15/2018 1:45,8,69.20,23,64.60,31,65.80,2,0.00
1/15/2018 1:50,5,69.20,21,64.60,26,65.50,2,0.00
1/15/2018 1:55,7,69.20,22,64.50,29,65.70,2,0.00
1/15/2018 2:00,6,69.20,21,64.60,27,65.60,2,0.00
1/15/2018 2:05,5,69.20,20,64.60,25,65.50,2,0.00
1/15/2018 2:10,6,69.30,21,64.70,27,65.70,2,0.00
1/15/2018 2:15,8,69.20,23,64.60,31,65.80,2,0.00
1/15/2018 2:20,4,69.30,19,64.70,23,65.50,2,0.00
1/15/2018 2:25,7,69.30,22,64.70,29,65.80,2,0.00
1/15/2018 2:30,5,69.30,21,64.70,26,65.50,2,0.00
1/15/2018 2:35,6,69.20,22,64.60,28,65.60,2,0.00
1/15/2018 2:40,6,69.20,22,64.50,28,65.50,2,0.00
1/15/2018 2:45,7,69.10,22,64.50,29,65.60,2,0.00
1/15/2018 2:50,7,69.20,22,64.60,29,65.70,2,0.00
1/15/2018 2:55,13,68.50,28,63.90,41,65.40,2,0.00
1/15/2018 3:00,10,68.90,26,64.30,36,65.60,2,0.00
1/15/2018 3:05,8,68.90,23,64.30,31,65.50,2,0.00
1/15/2018 3:10,7,69.10,22,64.50,29,65.60,2,0.00
1/15/2018 3:15,7,69.30,22,64.70,29,65.80,2,0.00
1/15/2018 3:20,9,69.30,25,64.70,34,65.90,2,0.00
1/15/2018 3:25,9,69.30,25,64.70,34,65.90,2,0.00
1/15/2018 3:30,9,69.30,24,64.70,33,66.00,2,0.00
1/15/2018 3:35,13,69.30,28,64.70,41,66.20,2,0.00
1/15/2018 3:40,8,69.30,24,64.70,32,65.90,2,0.00
1/15/2018 3:45,8,69.10,23,64.50,31,65.70,2,0.00
1/15/2018 3:50,12,69.20,27,64.60,39,66.00,2,0.00
1/15/2018 3:55,13,68.70,28,64.00,41,65.50,2,0.00
1/15/2018 4:00,10,68.50,26,63.80,36,65.10,2,0.00
1/15/2018 4:05,14,68.40,30,63.80,44,65.30,2,0.00
1/15/2018 4:10,17,68.80,33,64.20,50,65.70,2,0.00
1/15/2018 4:15,16,69.00,32,64.40,48,65.90,2,0.00
1/15/2018 4:20,21,69.00,37,64.40,58,66.00,2,0.00
1/15/2018 4:25,19,69.00,35,64.40,54,66.00,2,0.00
1/15/2018 4:30,25,69.10,41,64.50,66,66.30,2,0.00
1/15/2018 4:35,20,69.20,36,64.60,56,66.20,2,0.00
1/15/2018 4:40,30,68.40,47,63.70,77,65.60,2,0.00
1/15/2018 4:45,28,68.90,46,64.20,74,66.00,2,0.00
1/15/2018 4:50,22,69.10,38,64.50,60,66.20,2,0.00
1/15/2018 4:55,22,68.60,39,63.90,61,65.60,2,0.00
1/15/2018 5:00,26,68.60,43,63.90,69,65.70,2,0.00
1/15/2018 5:05,28,67.50,44,62.80,72,64.60,2,0.00
1/15/2018 5:10,29,68.00,47,63.30,76,65.10,2,0.00
1/15/2018 5:15,30,67.70,48,63.00,78,64.80,2,0.00
1/15/2018 5:20,37,68.50,55,63.90,92,65.70,2,0.00
1/15/2018 5:25,28,68.70,46,64.10,74,65.90,2,0.00
1/15/2018 5:30,38,68.90,57,64.20,95,66.10,2,0.00
1/15/2018 5:35,39,69.70,57,65.10,96,67.00,2,0.00
1/15/2018 5:40,40,68.50,58,63.80,98,65.70,2,0.00
1/15/2018 5:45,42,67.50,61,62.70,103,64.60,2,0.00
1/15/2018 5:50,47,68.60,65,63.90,112,65.90,2,0.00
1/15/2018 5:55,36,68.90,54,64.20,90,66.10,2,0.00
1/15/2018 6:00,34,68.30,52,63.60,86,65.40,2,0.00
1/15/2018 6:05,40,65.40,58,60.50,98,62.50,2,0.00
1/15/2018 6:10,42,65.40,61,60.40,103,62.50,2,0.00
1/15/2018 6:15,42,65.30,61,60.30,103,62.30,2,0.00
1/15/2018 6:20,50,66.40,70,61.50,120,63.60,2,0.00
1/15/2018 6:25,44,65.90,63,61.00,107,63.00,2,0.00
1/15/2018 6:30,43,66.40,61,61.60,104,63.60,2,0.00
1/15/2018 6:35,38,67.20,57,62.40,95,64.30,2,0.00
