5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2/12/2018 0:00,11,69.30,26,64.70,37,66.10,2,0.00
2/12/2018 0:05,9,69.30,24,64.70,33,66.00,2,0.00
2/12/2018 0:10,11,69.30,27,64.70,38,66.10,2,0.00
2/12/2018 0:15,12,69.30,28,64.70,40,66.10,2,0.00
2/12/2018 0:20,9,69.20,25,64.50,34,65.80,2,0.00
2/12/2018 0:25,6,69.30,22,64.70,28,65.60,2,0.00
2/12/2018 0:30,11,69.10,27,64.50,38,65.80,2,0.00
2/12/2018 0:35,11,69.30,26,64.70,37,66.10,2,0.00
2/12/2018 0:40,12,69.40,21,64.80,33,66.50,2,0.00
2/12/2018 0:45,12,69.40,21,64.80,33,66.40,2,0.00
2/12/2018 0:50,11,69.30,21,64.70,32,66.30,2,0.00
2/12/2018 0:55,8,69.30,23,64.70,31,65.90,2,0.00
2/12/2018 1:00,8,69.40,23,64.80,31,66.00,2,0.00
2/12/2018 1:05,5,69.30,21,64.70,26,65.50,2,0.00
2/12/2018 1:10,9,69.40,25,64.80,34,66.10,2,0.00
2/12/2018 1:15,5,69.40,21,64.80,26,65.70,2,0.00
2/12/2018 1:20,10,69.30,20,64.70,30,66.20,2,0.00
2/12/2018 1:25,8,69.30,19,64.70,27,66.10,2,0.00
2/12/2018 1:30,9,69.30,24,64.70,33,66.00,2,0.00
2/12/2018 1:35,11,69.00,27,64.40,38,65.80,2,0.00
2/12/2018 1:40,5,69.20,20,64.60,25,65.50,2,0.00
2/12/2018 1:45,5,69.50,20,65.00,25,65.90,2,0.00
2/12/2018 1:50,11,69.50,21,65.00,32,66.60,2,0.00
2/12/2018 1:55,8,69.30,23,64.70,31,65.90,2,0.00
2/12/2018 2:00,7,69.30,22,64.70,29,65.80,2,0.00
2/12/2018 2:05,10,69.40,20,64.80,30,66.30,2,0.00
2/12/2018 2:10,5,69.40,21,64.80,26,65.70,2,0.00
2/12/2018 2:15,10,69.40,20,64.80,30,66.30,2,0.00
2/12/2018 2:20,7,69.40,22,64.80,29,66.00,2,0.00
2/12/2018 2:25,6,69.30,21,64.70,27,65.80,2,0.00
2/12/2018 2:30,8,69.20,23,64.60,31,65.80,2,0.00
2/12/2018 2:35,8,69.30,23,64.70,31,65.90,2,0.00
2/12/2018 2:40,10,69.40,25,64.80,35,66.10,2,0.00
2/12/2018 2:45,11,69.40,26,64.80,37,66.20,2,0.00
2/12/2018 2:50,9,69.40,24,64.80,33,66.10,2,0.00
2/12/2018 2:55,7,69.50,23,64.90,30,66.00,2,0.00
2/12/2018 3:00,9,69.40,24,64.80,33,66.00,2,0.00
2/12/2018 3:05,12,69.40,28,64.80,40,66.20,2,0.00
2/12/2018 3:10,7,69.30,22,64.70,29,65.80,2,0.00
2/12/2018 3:15,7,69.30,22,64.70,29,65.80,2,0.00
