,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2018-02-19 00:00:00,74,52.5,22,69.7,7,62.7,103,56.9,3,100
1,2018-02-19 00:05:00,65,52.5,22,70.5,8,62.8,95,57.5,3,100
2,2018-02-19 00:10:00,72,51.6,21,68.6,6,62.8,99,55.9,3,100
3,2018-02-19 00:15:00,52,41.4,14,69.2,9,62.7,75,49.1,3,100
4,2018-02-19 00:20:00,72,41.7,18,69.3,7,62.7,97,48.3,3,100
5,2018-02-19 00:25:00,65,36.6,21,68.8,9,62.6,95,46.2,3,100
6,2018-02-19 00:30:00,66,35.1,12,69.1,3,62.7,81,41.2,3,100
7,2018-02-19 00:35:00,53,42.3,15,69.3,4,62.9,72,49.1,3,100
8,2018-02-19 00:40:00,61,36.2,15,69.4,9,62.8,85,44.9,3,100
9,2018-02-19 00:45:00,52,30.3,15,68.5,5,62.6,72,40.5,3,100
10,2018-02-19 00:50:00,57,31.4,18,68.7,4,62.7,79,41.5,3,100
11,2018-02-19 00:55:00,96,41.1,19,68.8,11,62.3,126,47.1,3,100
12,2018-02-19 01:00:00,80,38.2,16,69.6,6,63.0,102,44.6,3,100
13,2018-02-19 01:05:00,72,37.8,13,69.6,3,62.9,88,43.4,3,100
14,2018-02-19 01:10:00,68,33.7,25,71.0,5,62.8,98,44.7,3,100
15,2018-02-19 01:15:00,81,39.4,11,70.4,9,62.6,101,44.8,3,100
16,2018-02-19 01:20:00,72,41.7,10,70.3,7,62.6,89,46.6,3,100
17,2018-02-19 01:25:00,56,35.5,8,70.1,3,62.6,67,40.8,3,100
18,2018-02-19 01:30:00,70,36.4,11,69.5,2,62.7,83,41.4,3,100
19,2018-02-19 01:35:00,84,41.4,11,68.3,2,62.7,97,44.9,3,100
20,2018-02-19 01:40:00,70,42.5,9,69.1,5,62.7,84,46.6,3,100
21,2018-02-19 01:45:00,65,41.0,8,69.6,4,62.8,77,45.1,3,100
22,2018-02-19 01:50:00,76,36.7,10,69.9,2,62.9,88,41.1,3,100
23,2018-02-19 01:55:00,64,40.2,7,69.9,6,62.9,77,44.7,3,100
24,2018-02-19 02:00:00,55,33.2,5,69.8,2,62.9,62,37.1,3,100
25,2018-02-19 02:05:00,60,34.1,13,68.6,3,62.8,76,41.1,3,100
26,2018-02-19 02:10:00,82,36.1,9,69.4,2,63.1,93,39.9,3,100
27,2018-02-19 02:15:00,60,30.8,6,69.6,8,63.3,74,37.5,3,100
28,2018-02-19 02:20:00,42,38.4,4,69.8,1,63.0,47,41.6,3,100
29,2018-02-19 02:25:00,56,42.2,4,69.8,1,63.0,61,44.4,3,100
30,2018-02-19 02:30:00,73,42.6,7,69.5,2,62.8,82,45.4,3,100
31,2018-02-19 02:35:00,74,42.3,9,69.8,4,62.8,87,46.1,3,100
32,2018-02-19 02:40:00,71,39.5,7,69.8,1,62.7,79,42.5,3,100
33,2018-02-19 02:45:00,43,39.1,9,68.9,4,62.4,56,45.6,3,100
34,2018-02-19 02:50:00,65,43.1,10,69.5,1,62.5,76,46.8,3,100
35,2018-02-19 02:55:00,65,48.3,8,68.6,1,62.6,74,50.7,3,100
36,2018-02-19 03:00:00,67,51.5,10,68.2,0,62.6,77,53.7,3,100
37,2018-02-19 03:05:00,94,54.8,8,68.6,1,62.7,103,55.9,3,100
38,2018-02-19 03:10:00,72,45.1,10,69.5,4,62.7,86,48.8,3,100
39,2018-02-19 03:15:00,63,51.3,10,70.4,4,62.8,77,54.4,3,100
40,2018-02-19 03:20:00,49,48.2,7,70.2,1,62.9,57,51.2,3,100
41,2018-02-19 03:25:00,66,59.7,6,70.2,2,62.1,74,60.6,3,100
42,2018-02-19 03:30:00,87,59.6,8,68.8,0,62.1,95,60.4,3,100
43,2018-02-19 03:35:00,62,56.1,4,68.4,0,62.1,66,56.8,3,100
44,2018-02-19 03:40:00,56,56.7,7,68.2,2,62.0,65,58.1,3,100
45,2018-02-19 03:45:00,93,77.0,8,69.1,1,62.3,102,76.2,3,100
46,2018-02-19 03:50:00,76,70.9,8,69.9,2,62.9,86,70.6,3,100
47,2018-02-19 03:55:00,82,75.9,13,69.9,3,63.0,98,74.7,3,100
48,2018-02-19 04:00:00,88,81.7,11,69.7,0,63.0,99,80.4,3,100
49,2018-02-19 04:05:00,70,70.7,13,69.0,1,62.4,84,70.3,3,100
50,2018-02-19 04:10:00,73,61.3,6,69.7,2,62.6,81,62.0,3,100
51,2018-02-19 04:15:00,72,75.1,7,69.9,0,62.6,79,74.6,3,100
52,2018-02-19 04:20:00,99,79.9,10,70.0,1,62.6,110,78.8,3,100
53,2018-02-19 04:25:00,62,64.2,10,69.5,1,62.9,73,64.9,3,100
54,2018-02-19 04:30:00,66,81.9,12,69.4,0,62.9,78,80.0,3,100
