5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
1/15/2018 0:00,18,71.90,23,69.70,9,62.70,50,69.20,3,100.00
1/15/2018 0:05,17,70.80,20,69.40,2,62.60,39,69.70,3,100.00
1/15/2018 0:10,13,71.30,15,69.20,6,62.50,34,68.80,3,100.00
1/15/2018 0:15,10,71.70,13,69.40,4,62.70,27,69.30,3,100.00
1/15/2018 0:20,13,72.00,14,69.60,8,62.80,35,68.90,3,100.00
1/15/2018 0:25,7,72.00,10,69.50,4,62.70,21,69.00,3,100.00
1/15/2018 0:30,7,72.00,11,69.50,3,62.80,21,69.40,3,100.00
1/15/2018 0:35,12,72.10,11,69.20,5,62.70,28,69.30,3,100.00
1/15/2018 0:40,12,72.00,17,69.40,3,62.70,32,69.70,3,100.00
1/15/2018 0:45,11,71.90,13,69.50,1,62.80,25,70.30,3,100.00
1/15/2018 0:50,8,71.80,13,69.50,6,62.70,27,68.70,3,100.00
1/15/2018 0:55,13,71.70,6,69.50,7,62.70,26,68.80,3,100.00
1/15/2018 1:00,6,71.70,10,69.60,2,62.70,18,69.50,3,100.00
1/15/2018 1:05,7,72.00,6,69.70,2,62.80,15,69.90,3,100.00
1/15/2018 1:10,13,72.00,8,69.80,3,62.80,24,70.10,3,100.00
1/15/2018 1:15,6,71.50,5,69.50,2,62.60,13,69.40,3,100.00
1/15/2018 1:20,13,71.10,8,69.60,3,62.50,24,69.50,3,100.00
1/15/2018 1:25,15,71.30,8,69.70,1,62.50,24,70.40,3,100.00
1/15/2018 1:30,10,71.50,4,69.70,0,62.50,14,71.00,3,100.00
1/15/2018 1:35,4,71.70,9,69.70,1,62.70,14,69.80,3,100.00
1/15/2018 1:40,11,69.40,12,69.70,3,62.80,26,68.80,3,100.00
1/15/2018 1:45,2,70.60,11,69.50,1,62.50,14,69.20,3,100.00
1/15/2018 1:50,9,71.20,5,69.60,1,62.50,15,70.10,3,100.00
1/15/2018 1:55,6,71.10,8,69.50,2,62.40,16,69.20,3,100.00
