5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/02/2017 0:00,21,71.90,21,69.70,11,62.70,53,69.10,3,100.00
10/02/2017 0:05,12,71.90,14,69.70,7,62.70,33,69.00,3,100.00
10/02/2017 0:10,7,72.00,11,69.70,5,62.70,23,68.90,3,100.00
10/02/2017 0:15,9,71.60,11,69.50,3,62.70,23,69.40,3,100.00
10/02/2017 0:20,10,71.60,17,69.70,5,62.60,32,69.20,3,100.00
10/02/2017 0:25,10,71.80,18,69.70,5,62.60,33,69.30,3,100.00
10/02/2017 0:30,12,71.10,9,69.40,6,62.70,27,68.70,3,100.00
10/02/2017 0:35,8,71.60,11,69.70,2,62.50,21,69.70,3,100.00
10/02/2017 0:40,3,71.70,8,69.60,6,62.40,17,67.40,3,100.00
10/02/2017 0:45,16,71.90,12,68.90,1,62.40,29,70.30,3,100.00
10/02/2017 0:50,11,71.50,14,69.10,4,62.60,29,69.10,3,100.00
10/02/2017 0:55,11,71.80,7,69.60,5,62.20,23,69.00,3,100.00
10/02/2017 1:00,9,71.30,8,69.70,5,62.30,22,68.70,3,100.00
10/02/2017 1:05,8,71.20,13,69.90,1,62.50,22,70.00,3,100.00
10/02/2017 1:10,5,71.60,6,70.00,3,62.70,14,69.00,3,100.00
10/02/2017 1:15,7,71.80,7,69.90,2,62.70,16,69.80,3,100.00
10/02/2017 1:20,6,71.80,6,69.80,1,62.70,13,70.20,3,100.00
10/02/2017 1:25,5,71.60,5,69.80,0,62.70,10,70.70,3,100.00
10/02/2017 1:30,8,71.60,10,69.90,3,62.50,21,69.50,3,100.00
10/02/2017 1:35,6,71.70,6,69.80,1,62.70,13,70.10,3,100.00
10/02/2017 1:40,6,71.20,6,69.80,2,62.60,14,69.40,3,100.00
10/02/2017 1:45,10,71.60,7,69.90,7,62.60,24,68.50,3,100.00
10/02/2017 1:50,4,71.80,9,69.80,1,62.70,14,69.90,3,100.00
10/02/2017 1:55,3,72.00,7,69.70,1,62.80,11,69.70,3,100.00
10/02/2017 2:00,8,72.20,5,69.30,1,62.60,14,70.50,3,100.00
10/02/2017 2:05,5,72.10,3,69.30,1,62.70,9,70.10,3,100.00
10/02/2017 2:10,4,71.40,6,69.50,2,62.50,12,69.00,3,100.00
10/02/2017 2:15,7,71.70,5,69.10,0,62.50,12,70.60,3,100.00
10/02/2017 2:20,6,71.30,2,69.50,3,62.60,11,68.60,3,100.00
10/02/2017 2:25,6,71.90,14,69.40,3,62.70,23,69.20,3,100.00
10/02/2017 2:30,7,71.90,9,68.90,1,62.70,17,69.80,3,100.00
10/02/2017 2:35,5,72.00,5,69.30,5,62.60,15,68.00,3,100.00
10/02/2017 2:40,7,71.60,10,69.50,2,62.60,19,69.50,3,100.00
10/02/2017 2:45,6,70.90,8,69.00,7,62.40,21,67.30,3,100.00
10/02/2017 2:50,4,71.30,12,69.50,14,62.60,30,66.50,3,100.00
10/02/2017 2:55,9,70.80,7,69.80,7,62.50,23,68.00,3,100.00
