5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
1/29/2018 0:00,9,71.90,8,69.70,3,62.70,20,69.60,3,100.00
1/29/2018 0:05,5,71.90,13,69.90,2,62.70,20,69.70,3,100.00
1/29/2018 0:10,11,72.10,8,69.80,6,62.70,25,69.10,3,100.00
1/29/2018 0:15,13,72.00,12,69.80,5,62.70,30,69.60,3,100.00
1/29/2018 0:20,4,71.90,9,69.60,0,62.70,13,70.30,3,100.00
1/29/2018 0:25,10,72.00,10,69.60,1,62.60,21,70.40,3,100.00
1/29/2018 0:30,8,72.00,9,69.70,1,62.80,18,70.30,3,100.00
1/29/2018 0:35,11,71.90,14,69.50,2,62.80,27,70.00,3,100.00
1/29/2018 0:40,8,71.90,8,69.50,2,63.00,18,69.80,3,100.00
1/29/2018 0:45,7,71.80,3,69.60,1,62.90,11,70.40,3,100.00
1/29/2018 0:50,13,71.90,7,69.60,2,62.80,22,70.30,3,100.00
1/29/2018 0:55,11,71.90,9,69.70,1,62.50,21,70.50,3,100.00
1/29/2018 1:00,9,71.70,10,69.60,1,62.70,20,70.20,3,100.00
1/29/2018 1:05,6,71.70,7,68.90,1,62.80,14,69.70,3,100.00
1/29/2018 1:10,4,71.90,4,69.20,1,62.90,9,69.70,3,100.00
1/29/2018 1:15,5,71.80,4,69.30,1,62.80,10,69.90,3,100.00
1/29/2018 1:20,0,71.80,3,69.40,0,62.80,3,69.40,3,100.00
1/29/2018 1:25,9,71.60,5,69.60,0,62.80,14,70.90,3,100.00
1/29/2018 1:30,7,71.40,4,69.50,2,62.80,13,69.50,3,100.00
1/29/2018 1:35,6,71.10,7,69.60,0,62.80,13,70.30,3,100.00
1/29/2018 1:40,3,71.80,2,69.70,1,62.60,6,69.60,3,100.00
1/29/2018 1:45,6,71.80,7,69.80,2,62.70,15,69.70,3,100.00
1/29/2018 1:50,2,72.10,7,69.40,3,62.60,12,68.20,3,100.00
