5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
1/08/2018 0:00,19,71.90,9,69.70,1,62.70,29,70.90,3,100.00
1/08/2018 0:05,17,71.90,22,68.40,1,62.80,40,69.70,3,100.00
1/08/2018 0:10,5,71.80,8,69.00,7,62.70,20,67.50,3,100.00
1/08/2018 0:15,11,71.90,16,69.40,4,62.60,31,69.40,3,100.00
1/08/2018 0:20,9,72.00,12,69.60,3,62.60,24,69.60,3,100.00
1/08/2018 0:25,16,72.00,11,69.70,4,62.40,31,69.90,3,100.00
1/08/2018 0:30,8,71.90,14,69.10,1,62.70,23,69.80,3,100.00
1/08/2018 0:35,10,71.50,9,69.40,2,62.80,21,69.80,3,100.00
1/08/2018 0:40,10,71.60,15,69.00,1,62.80,26,69.80,3,100.00
1/08/2018 0:45,6,71.80,10,69.30,1,62.60,17,69.80,3,100.00
1/08/2018 0:50,7,71.80,9,69.40,7,62.60,23,68.10,3,100.00
1/08/2018 0:55,11,71.90,8,69.60,3,62.20,22,69.70,3,100.00
1/08/2018 1:00,5,71.80,4,69.60,1,62.40,10,70.00,3,100.00
1/08/2018 1:05,7,71.90,11,69.60,2,62.50,20,69.70,3,100.00
1/08/2018 1:10,9,71.00,9,69.70,2,62.40,20,69.60,3,100.00
1/08/2018 1:15,3,71.20,9,69.60,3,62.40,15,68.50,3,100.00
1/08/2018 1:20,3,71.50,7,69.70,2,62.40,12,68.90,3,100.00
1/08/2018 1:25,10,71.40,4,69.70,0,62.40,14,70.90,3,100.00
1/08/2018 1:30,5,71.40,6,69.60,1,62.50,12,69.80,3,100.00
1/08/2018 1:35,5,71.60,5,69.50,2,62.70,12,69.20,3,100.00
1/08/2018 1:40,8,71.40,8,68.20,1,62.60,17,69.40,3,100.00
1/08/2018 1:45,4,71.50,7,68.30,1,62.60,12,68.90,3,100.00
1/08/2018 1:50,8,71.10,4,68.90,1,62.60,13,69.80,3,100.00
1/08/2018 1:55,8,71.50,8,69.30,0,62.60,16,70.40,3,100.00
1/08/2018 2:00,0,71.50,3,69.20,2,62.60,5,66.60,3,100.00
1/08/2018 2:05,6,71.50,6,69.40,0,62.60,12,70.40,3,100.00
1/08/2018 2:10,1,71.60,11,69.30,2,62.70,14,68.50,3,100.00
1/08/2018 2:15,6,71.80,5,69.60,2,62.50,13,69.50,3,100.00
1/08/2018 2:20,6,71.80,6,69.50,2,62.60,14,69.50,3,100.00
1/08/2018 2:25,7,71.60,9,67.90,2,62.60,18,68.80,3,100.00
1/08/2018 2:30,3,71.70,6,68.70,2,62.30,11,68.40,3,100.00
1/08/2018 2:35,1,71.70,5,69.00,3,62.40,9,67.10,3,100.00
1/08/2018 2:40,6,71.70,14,68.70,4,62.60,24,68.40,3,100.00
1/08/2018 2:45,7,71.70,13,68.60,5,62.50,25,68.20,3,100.00
1/08/2018 2:50,5,71.00,7,69.10,0,62.50,12,69.90,3,100.00
1/08/2018 2:55,4,71.40,13,69.30,3,62.40,20,68.70,3,100.00
1/08/2018 3:00,3,71.50,14,67.50,3,62.20,20,67.30,3,100.00
1/08/2018 3:05,4,71.50,12,68.40,14,62.20,30,65.90,3,100.00
1/08/2018 3:10,5,71.60,8,68.80,5,62.20,18,67.70,3,100.00
1/08/2018 3:15,6,71.80,12,69.10,3,62.30,21,68.90,3,100.00
1/08/2018 3:20,8,71.80,12,69.30,5,62.60,25,68.80,3,100.00
1/08/2018 3:25,8,71.80,4,69.50,3,62.60,15,69.30,3,100.00
1/08/2018 3:30,4,71.00,14,69.50,6,62.30,24,67.90,3,100.00
1/08/2018 3:35,9,71.10,16,69.00,9,62.60,34,67.90,3,100.00
1/08/2018 3:40,8,71.20,18,69.00,10,62.30,36,67.60,3,100.00
