5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/09/2017 0:00,17,71.90,16,69.70,7,62.70,40,69.40,3,100.00
10/09/2017 0:05,21,72.20,14,69.50,8,62.80,43,69.60,3,100.00
10/09/2017 0:10,19,72.70,15,69.70,5,62.70,39,70.30,3,100.00
10/09/2017 0:15,13,72.50,17,69.80,2,62.70,32,70.50,3,100.00
10/09/2017 0:20,16,72.30,18,69.70,5,62.70,39,69.90,3,100.00
10/09/2017 0:25,16,72.20,14,69.80,5,62.90,35,69.90,3,100.00
10/09/2017 0:30,16,72.40,15,69.90,4,62.90,35,70.20,3,100.00
10/09/2017 0:35,14,72.50,8,69.90,2,62.90,24,70.80,3,100.00
10/09/2017 0:40,21,72.40,9,69.70,3,62.80,33,70.80,3,100.00
10/09/2017 0:45,12,70.30,13,69.80,4,62.70,29,69.00,3,100.00
10/09/2017 0:50,16,70.40,16,69.20,4,62.90,36,69.00,3,100.00
10/09/2017 0:55,12,71.40,10,68.70,3,62.80,25,69.30,3,100.00
10/09/2017 1:00,10,71.40,11,69.30,2,62.80,23,69.60,3,100.00
10/09/2017 1:05,9,70.60,8,69.40,5,62.70,22,68.40,3,100.00
10/09/2017 1:10,8,71.10,6,69.50,2,62.50,16,69.40,3,100.00
10/09/2017 1:15,7,71.50,7,69.60,2,62.60,16,69.60,3,100.00
10/09/2017 1:20,9,71.00,7,69.70,1,62.10,17,69.90,3,100.00
10/09/2017 1:25,13,71.70,5,69.70,2,62.40,20,70.30,3,100.00
10/09/2017 1:30,5,71.70,9,69.80,0,62.40,14,70.50,3,100.00
10/09/2017 1:35,8,72.00,3,69.90,2,62.60,13,70.10,3,100.00
10/09/2017 1:40,9,71.90,9,69.70,2,62.50,20,70.00,3,100.00
10/09/2017 1:45,14,72.10,6,69.10,1,62.50,21,70.80,3,100.00
10/09/2017 1:50,3,72.00,5,69.20,5,62.40,13,67.20,3,100.00
10/09/2017 1:55,6,72.10,14,68.90,3,62.60,23,68.90,3,100.00
10/09/2017 2:00,4,72.00,6,69.30,2,62.50,12,69.10,3,100.00
10/09/2017 2:05,9,71.60,5,69.60,1,62.70,15,70.30,3,100.00
10/09/2017 2:10,8,71.80,3,69.80,2,62.60,13,69.90,3,100.00
10/09/2017 2:15,10,71.90,6,69.80,0,62.60,16,71.10,3,100.00
10/09/2017 2:20,4,71.90,4,69.90,4,62.10,12,68.00,3,100.00
10/09/2017 2:25,4,72.00,6,69.80,1,62.40,11,69.90,3,100.00
10/09/2017 2:30,10,72.10,7,69.80,3,62.40,20,69.80,3,100.00
10/09/2017 2:35,7,72.20,11,69.80,4,62.50,22,69.20,3,100.00
