5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/23/2017 0:00,20,71.90,22,69.70,9,62.70,51,69.30,3,100.00
10/23/2017 0:05,14,71.20,20,69.50,4,62.50,38,69.40,3,100.00
10/23/2017 0:10,14,71.80,22,69.80,7,62.50,43,69.30,3,100.00
10/23/2017 0:15,12,72.00,17,70.00,7,62.70,36,69.20,3,100.00
10/23/2017 0:20,11,71.80,14,69.90,8,62.50,33,68.70,3,100.00
10/23/2017 0:25,14,72.10,12,69.70,5,62.50,31,69.60,3,100.00
10/23/2017 0:30,7,72.10,13,69.80,4,62.60,24,69.30,3,100.00
10/23/2017 0:35,11,72.30,7,69.70,0,62.60,18,71.30,3,100.00
10/23/2017 0:40,10,72.20,10,69.80,1,62.40,21,70.60,3,100.00
10/23/2017 0:45,8,72.20,11,69.80,3,62.60,22,69.70,3,100.00
10/23/2017 0:50,4,72.20,15,69.20,0,62.60,19,69.80,3,100.00
10/23/2017 0:55,8,72.20,16,69.80,2,62.70,26,70.00,3,100.00
10/23/2017 1:00,13,69.70,14,69.90,2,62.80,29,69.30,3,100.00
10/23/2017 1:05,4,70.60,3,69.90,1,62.70,8,69.40,3,100.00
10/23/2017 1:10,13,70.80,6,70.00,1,62.80,20,70.20,3,100.00
10/23/2017 1:15,11,71.50,3,69.90,2,62.90,16,70.10,3,100.00
10/23/2017 1:20,12,71.90,12,69.50,1,62.70,25,70.40,3,100.00
10/23/2017 1:25,9,71.20,6,69.60,1,62.70,16,70.10,3,100.00
10/23/2017 1:30,7,71.30,5,69.70,2,62.80,14,69.50,3,100.00
10/23/2017 1:35,6,71.80,3,69.70,1,62.70,10,70.30,3,100.00
10/23/2017 1:40,7,71.80,7,69.70,3,62.70,17,69.30,3,100.00
10/23/2017 1:45,5,71.30,8,69.80,1,62.50,14,69.80,3,100.00
10/23/2017 1:50,1,71.70,5,69.80,1,62.60,7,69.00,3,100.00
10/23/2017 1:55,9,71.90,5,69.80,0,62.60,14,71.20,3,100.00
10/23/2017 2:00,9,72.20,8,69.80,5,62.70,22,69.20,3,100.00
10/23/2017 2:05,5,72.30,5,69.10,5,62.50,15,68.00,3,100.00
10/23/2017 2:10,5,72.30,6,69.10,4,62.70,15,68.50,3,100.00
10/23/2017 2:15,2,72.20,4,68.80,2,62.60,8,68.10,3,100.00
10/23/2017 2:20,6,71.60,4,69.30,1,62.40,11,69.90,3,100.00
10/23/2017 2:25,6,71.90,9,69.60,1,62.70,16,70.00,3,100.00
10/23/2017 2:30,8,72.10,8,69.70,3,62.60,19,69.60,3,100.00
10/23/2017 2:35,4,72.20,11,68.90,5,62.70,20,68.00,3,100.00
10/23/2017 2:40,3,72.20,10,69.60,6,62.70,19,67.80,3,100.00
10/23/2017 2:45,10,72.30,9,69.60,2,62.80,21,70.20,3,100.00
10/23/2017 2:50,6,72.20,10,69.20,4,62.90,20,68.80,3,100.00
10/23/2017 2:55,10,71.60,8,69.50,4,62.80,22,69.20,3,100.00
10/23/2017 3:00,5,71.80,11,69.50,4,62.80,20,68.70,3,100.00
10/23/2017 3:05,4,71.10,6,69.60,5,62.50,15,67.60,3,100.00
