5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2/05/2018 0:00,12,71.90,13,69.70,2,62.70,27,70.20,3,100.00
2/05/2018 0:05,15,71.80,14,69.80,4,62.80,33,69.90,3,100.00
2/05/2018 0:10,7,71.90,9,69.80,4,62.50,20,69.10,3,100.00
2/05/2018 0:15,10,71.20,14,70.00,5,62.60,29,69.10,3,100.00
2/05/2018 0:20,9,71.50,7,69.70,7,62.50,23,68.20,3,100.00
2/05/2018 0:25,12,71.60,8,69.70,0,62.50,20,70.80,3,100.00
2/05/2018 0:30,11,71.80,10,69.70,2,62.50,23,70.10,3,100.00
2/05/2018 0:35,8,71.60,11,69.20,1,62.60,20,69.80,3,100.00
2/05/2018 0:40,11,72.00,11,69.60,3,62.50,25,69.80,3,100.00
2/05/2018 0:45,8,71.90,7,69.70,3,62.60,18,69.50,3,100.00
2/05/2018 0:50,11,71.90,9,69.90,3,62.50,23,69.90,3,100.00
2/05/2018 0:55,5,71.90,7,69.70,1,62.60,13,70.00,3,100.00
2/05/2018 1:00,8,72.00,6,69.70,3,62.80,17,69.60,3,100.00
2/05/2018 1:05,6,72.00,5,69.70,0,62.80,11,71.00,3,100.00
2/05/2018 1:10,3,72.10,12,69.30,1,62.80,16,69.40,3,100.00
2/05/2018 1:15,8,71.90,5,69.50,2,62.80,15,69.90,3,100.00
2/05/2018 1:20,7,72.00,5,69.50,1,62.70,13,70.30,3,100.00
2/05/2018 1:25,6,71.70,8,69.40,1,62.80,15,69.90,3,100.00
2/05/2018 1:30,7,71.70,6,69.70,2,62.60,15,69.70,3,100.00
2/05/2018 1:35,1,71.90,4,69.60,1,62.80,6,68.80,3,100.00
2/05/2018 1:40,6,71.90,2,69.60,1,62.70,9,70.40,3,100.00
2/05/2018 1:45,2,72.00,9,69.70,4,62.80,15,68.20,3,100.00
