5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/25/2017 0:00,19,71.90,13,69.70,5,62.70,37,69.90,3,100.00
9/25/2017 0:05,16,71.70,20,69.70,7,62.80,43,69.30,3,100.00
9/25/2017 0:10,11,71.70,13,69.70,7,62.70,31,68.80,3,100.00
9/25/2017 0:15,14,71.90,18,69.90,3,62.80,35,70.10,3,100.00
9/25/2017 0:20,15,71.70,22,70.00,10,62.90,47,69.00,3,100.00
9/25/2017 0:25,10,71.90,17,69.80,2,62.50,29,70.00,3,100.00
9/25/2017 0:30,19,71.60,18,69.80,7,62.60,44,69.40,3,100.00
9/25/2017 0:35,7,71.70,11,69.40,3,62.80,21,69.20,3,100.00
9/25/2017 0:40,10,70.90,9,69.60,5,62.70,24,68.70,3,100.00
9/25/2017 0:45,14,71.40,15,69.80,4,62.60,33,69.60,3,100.00
9/25/2017 0:50,6,71.70,9,69.80,4,62.60,19,68.90,3,100.00
9/25/2017 0:55,3,71.70,9,69.70,2,62.50,14,69.10,3,100.00
9/25/2017 1:00,10,70.20,9,69.80,3,62.70,22,69.00,3,100.00
9/25/2017 1:05,5,70.90,8,69.80,3,62.60,16,68.80,3,100.00
9/25/2017 1:10,2,71.10,7,69.80,2,62.70,11,68.70,3,100.00
9/25/2017 1:15,5,71.30,9,69.80,5,62.80,19,68.40,3,100.00
9/25/2017 1:20,7,71.40,7,69.70,2,62.80,16,69.60,3,100.00
9/25/2017 1:25,5,71.50,5,69.80,3,62.90,13,68.90,3,100.00
9/25/2017 1:30,5,71.70,9,69.20,0,62.90,14,70.10,3,100.00
9/25/2017 1:35,10,71.70,4,69.20,2,62.90,16,70.00,3,100.00
9/25/2017 1:40,6,71.20,12,69.40,2,62.90,20,69.30,3,100.00
9/25/2017 1:45,5,71.60,13,68.80,5,62.80,23,68.10,3,100.00
9/25/2017 1:50,3,71.70,7,68.60,0,62.80,10,69.50,3,100.00
9/25/2017 1:55,7,71.80,8,69.10,0,62.80,15,70.40,3,100.00
9/25/2017 2:00,5,72.00,6,69.30,0,62.80,11,70.50,3,100.00
9/25/2017 2:05,7,72.20,7,69.50,3,62.60,17,69.40,3,100.00
9/25/2017 2:10,4,72.30,11,69.60,2,62.50,17,69.40,3,100.00
9/25/2017 2:15,6,71.40,5,69.60,4,62.30,15,68.40,3,100.00
9/25/2017 2:20,4,71.60,5,69.60,2,62.40,11,69.00,3,100.00
9/25/2017 2:25,2,71.70,7,69.70,4,62.50,13,67.80,3,100.00
9/25/2017 2:30,6,70.70,8,69.30,4,62.50,18,68.30,3,100.00
9/25/2017 2:35,3,71.40,3,69.40,2,62.60,8,68.50,3,100.00
9/25/2017 2:40,7,71.20,13,69.40,6,62.60,26,68.30,3,100.00
9/25/2017 2:45,8,71.60,6,69.50,2,62.60,16,69.70,3,100.00
9/25/2017 2:50,7,71.80,16,69.60,8,62.80,31,68.30,3,100.00
9/25/2017 2:55,8,71.10,5,69.70,3,62.80,16,69.10,3,100.00
9/25/2017 3:00,3,70.80,6,69.80,5,62.60,14,67.40,3,100.00
9/25/2017 3:05,6,71.40,10,70.00,6,62.50,22,68.30,3,100.00
9/25/2017 3:10,6,71.70,10,69.90,9,62.50,25,67.70,3,100.00
9/25/2017 3:15,5,70.10,10,69.80,6,62.60,21,67.80,3,100.00
9/25/2017 3:20,6,70.80,6,69.80,5,62.70,17,68.10,3,100.00
9/25/2017 3:25,9,70.90,8,69.70,6,62.60,23,68.30,3,100.00
9/25/2017 3:30,6,71.50,7,69.50,6,62.50,19,67.90,3,100.00
9/25/2017 3:35,7,71.80,12,69.70,8,62.40,27,68.10,3,100.00
9/25/2017 3:40,7,72.00,17,69.50,4,62.50,28,69.10,3,100.00
9/25/2017 3:45,12,71.30,20,69.70,8,62.50,40,68.70,3,100.00
9/25/2017 3:50,8,70.60,16,68.90,11,61.80,35,67.10,3,100.00
9/25/2017 3:55,6,71.30,8,69.20,6,62.30,20,67.80,3,100.00
9/25/2017 4:00,9,71.60,18,68.70,17,62.30,44,66.80,3,100.00
9/25/2017 4:05,6,71.90,15,69.20,14,62.20,35,66.90,3,100.00
9/25/2017 4:10,9,72.20,17,68.50,16,61.50,42,66.60,3,100.00
9/25/2017 4:15,16,72.40,23,68.90,18,62.00,57,67.70,3,100.00
9/25/2017 4:20,15,72.20,29,69.50,23,62.10,67,67.60,3,100.00
9/25/2017 4:25,12,69.70,34,70.20,24,62.20,70,67.40,3,100.00
9/25/2017 4:30,20,71.10,37,70.40,22,61.60,79,68.10,3,100.00
9/25/2017 4:35,16,71.40,37,69.60,32,62.10,85,67.10,3,100.00
9/25/2017 4:40,19,70.90,43,69.70,38,62.20,100,67.10,3,100.00
9/25/2017 4:45,22,72.10,42,66.70,50,60.40,114,65.00,3,100.00
9/25/2017 4:50,30,71.60,57,69.10,54,61.10,141,66.60,3,100.00
9/25/2017 4:55,28,72.80,49,70.60,49,61.40,126,67.50,3,100.00
9/25/2017 5:00,19,72.50,43,69.30,44,62.20,106,66.90,3,100.00
9/25/2017 5:05,24,64.70,45,69.90,59,60.30,128,64.50,3,100.00
9/25/2017 5:10,33,65.10,56,66.30,70,58.70,159,62.70,3,100.00
9/25/2017 5:15,42,69.10,47,64.70,70,58.90,159,63.30,3,100.00
9/25/2017 5:20,35,68.50,54,64.80,86,58.30,175,62.30,3,100.00
9/25/2017 5:25,30,70.00,52,64.10,83,59.50,165,62.90,3,100.00
9/25/2017 5:30,30,69.90,61,65.60,82,59.20,173,63.30,3,100.00
9/25/2017 5:35,30,69.50,80,68.70,100,61.10,210,65.20,3,100.00
9/25/2017 5:40,31,70.10,56,66.80,93,59.60,180,63.60,3,100.00
9/25/2017 5:45,40,67.70,72,67.70,98,60.40,210,64.30,3,100.00
9/25/2017 5:50,43,69.50,82,66.70,130,58.00,255,62.70,3,100.00
9/25/2017 5:55,36,69.70,59,65.10,82,58.30,177,62.90,3,100.00
9/25/2017 6:00,34,71.80,59,64.60,88,58.60,181,63.00,3,100.00
9/25/2017 6:05,35,69.30,70,65.20,96,58.90,201,62.90,3,100.00
9/25/2017 6:10,33,68.60,62,67.30,79,59.70,174,64.10,3,100.00
9/25/2017 6:15,42,66.30,66,68.20,80,59.10,188,63.90,3,100.00
9/25/2017 6:20,34,63.80,79,64.80,106,56.20,219,60.50,3,100.00
9/25/2017 6:25,43,64.40,74,65.50,90,55.80,207,61.10,3,100.00
9/25/2017 6:30,49,63.70,60,63.50,94,55.30,203,59.80,3,100.00
9/25/2017 6:35,42,64.60,71,63.80,104,54.90,217,59.70,3,100.00
9/25/2017 6:40,35,67.40,83,65.90,105,55.60,223,61.30,3,100.00
9/25/2017 6:45,41,68.30,63,66.10,99,56.40,203,61.80,3,100.00
9/25/2017 6:50,51,67.20,65,66.90,84,56.40,200,62.60,3,100.00
9/25/2017 6:55,46,70.10,59,66.70,97,58.10,202,63.30,3,100.00
9/25/2017 7:00,43,69.60,68,68.10,83,58.90,194,64.50,3,100.00
9/25/2017 7:05,49,67.30,77,68.00,100,59.70,226,64.20,3,100.00
9/25/2017 7:10,53,66.70,88,69.50,101,58.60,242,64.30,3,100.00
9/25/2017 7:15,58,69.50,66,69.60,104,58.20,228,64.40,3,100.00
9/25/2017 7:20,63,72.60,82,69.20,105,58.40,250,65.50,3,100.00
9/25/2017 7:25,65,69.30,85,68.20,109,55.90,259,63.30,3,100.00
9/25/2017 7:30,50,68.20,79,68.80,95,56.80,224,63.60,3,100.00
9/25/2017 7:35,64,71.50,70,67.60,107,57.70,241,64.20,3,100.00
9/25/2017 7:40,73,68.60,98,69.30,109,56.50,280,64.10,3,100.00
9/25/2017 7:45,73,66.60,79,66.70,121,55.50,273,61.70,3,100.00
9/25/2017 7:50,72,70.10,92,68.90,99,56.50,263,64.60,3,100.00
9/25/2017 7:55,61,67.00,76,66.70,111,55.80,248,61.90,3,100.00
9/25/2017 8:00,77,68.90,81,65.30,111,55.00,269,62.10,3,100.00
9/25/2017 8:05,76,65.50,78,62.60,107,55.20,261,60.40,3,100.00
9/25/2017 8:10,62,66.70,93,65.50,124,56.40,279,61.70,3,100.00
9/25/2017 8:15,66,66.80,78,63.50,114,57.30,258,61.60,3,100.00
9/25/2017 8:20,80,66.60,90,63.70,108,57.10,278,62.00,3,100.00
