5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/16/2017 0:00,16,71.90,22,69.70,2,62.70,40,70.20,3,100.00
10/16/2017 0:05,8,71.80,15,69.80,9,62.60,32,68.30,3,100.00
10/16/2017 0:10,8,71.90,18,69.60,10,62.70,36,68.20,3,100.00
10/16/2017 0:15,13,72.30,16,69.60,6,62.40,35,69.40,3,100.00
10/16/2017 0:20,14,72.20,14,69.60,6,62.50,34,69.40,3,100.00
10/16/2017 0:25,10,71.90,12,69.20,4,62.70,26,69.20,3,100.00
10/16/2017 0:30,9,71.90,11,69.50,3,62.50,23,69.50,3,100.00
10/16/2017 0:35,18,71.90,10,69.30,3,62.50,31,70.20,3,100.00
10/16/2017 0:40,13,72.10,11,69.70,1,62.60,25,70.70,3,100.00
10/16/2017 0:45,6,72.00,15,69.80,3,62.60,24,69.40,3,100.00
10/16/2017 0:50,6,70.50,9,69.70,3,62.60,18,68.80,3,100.00
10/16/2017 0:55,11,71.30,10,69.70,2,62.50,23,69.80,3,100.00
10/16/2017 1:00,11,71.90,11,69.50,2,62.40,24,70.00,3,100.00
10/16/2017 1:05,10,72.20,5,69.10,2,62.60,17,70.20,3,100.00
10/16/2017 1:10,7,72.10,2,69.30,2,62.50,11,69.80,3,100.00
10/16/2017 1:15,10,71.80,7,69.50,3,62.70,20,69.60,3,100.00
10/16/2017 1:20,6,72.00,9,69.70,2,62.70,17,69.70,3,100.00
10/16/2017 1:25,7,72.00,9,69.90,1,62.80,17,70.30,3,100.00
10/16/2017 1:30,8,71.90,5,69.70,2,62.60,15,69.90,3,100.00
10/16/2017 1:35,11,71.30,4,69.80,1,62.70,16,70.40,3,100.00
10/16/2017 1:40,6,71.70,5,69.60,3,62.70,14,69.00,3,100.00
10/16/2017 1:45,5,71.30,5,69.50,1,62.50,11,69.70,3,100.00
10/16/2017 1:50,4,72.00,9,69.50,2,62.50,15,69.20,3,100.00
10/16/2017 1:55,4,71.50,5,69.60,0,62.50,9,70.40,3,100.00
10/16/2017 2:00,7,71.80,6,68.80,3,62.60,16,69.00,3,100.00
10/16/2017 2:05,6,71.90,2,69.20,2,62.50,10,69.50,3,100.00
10/16/2017 2:10,6,71.90,10,69.50,2,62.40,18,69.50,3,100.00
10/16/2017 2:15,3,72.20,10,69.80,2,62.40,15,69.30,3,100.00
10/16/2017 2:20,8,72.30,4,69.80,1,62.70,13,70.80,3,100.00
10/16/2017 2:25,7,72.30,5,69.30,1,62.50,13,70.40,3,100.00
10/16/2017 2:30,8,70.50,9,69.30,4,62.50,21,68.50,3,100.00
10/16/2017 2:35,5,71.30,10,69.60,8,62.60,23,67.50,3,100.00
10/16/2017 2:40,5,71.70,6,69.70,3,62.70,14,68.90,3,100.00
10/16/2017 2:45,8,72.10,9,69.80,2,62.90,19,70.00,3,100.00
10/16/2017 2:50,7,72.20,6,69.60,5,62.80,18,68.70,3,100.00
10/16/2017 2:55,9,72.20,6,69.40,4,62.80,19,69.30,3,100.00
10/16/2017 3:00,2,72.10,10,69.70,6,62.80,18,67.70,3,100.00
10/16/2017 3:05,8,71.70,8,69.80,8,62.80,24,68.10,3,100.00
10/16/2017 3:10,4,72.00,7,70.00,4,62.50,15,68.50,3,100.00
10/16/2017 3:15,5,71.90,11,69.40,2,62.90,18,69.40,3,100.00
10/16/2017 3:20,9,72.00,11,68.20,7,62.70,27,68.00,3,100.00
10/16/2017 3:25,6,72.00,9,69.00,6,62.90,21,68.10,3,100.00
10/16/2017 3:30,7,71.40,17,69.50,10,62.90,34,68.00,3,100.00
10/16/2017 3:35,10,71.70,14,69.80,5,62.80,29,69.20,3,100.00
