5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
11/06/2017 0:00,17,71.90,21,69.70,6,62.70,44,69.60,3,0.00
11/06/2017 0:05,17,71.90,18,69.70,8,62.60,43,69.20,3,0.00
11/06/2017 0:10,14,72.00,17,69.80,6,62.60,37,69.50,3,0.00
11/06/2017 0:15,13,72.30,17,69.70,7,62.60,37,69.30,3,0.00
11/06/2017 0:20,14,72.10,14,69.70,7,62.60,35,69.20,3,0.00
11/06/2017 0:25,12,72.10,13,69.50,5,62.70,30,69.40,3,0.00
11/06/2017 0:30,8,72.10,14,69.70,4,62.70,26,69.40,3,0.00
11/06/2017 0:35,13,72.20,8,69.50,2,62.70,23,70.40,3,0.00
11/06/2017 0:40,12,72.20,11,69.70,2,62.60,25,70.30,3,0.00
11/06/2017 0:45,10,71.50,12,69.80,3,62.60,25,69.60,3,0.00
11/06/2017 0:50,6,71.00,13,69.20,3,62.60,22,68.80,3,0.00
11/06/2017 0:55,10,71.60,11,69.60,2,62.60,23,69.90,3,0.00
11/06/2017 1:00,11,71.60,11,69.40,2,62.60,24,69.80,3,0.00
11/06/2017 1:05,7,71.20,7,69.40,2,62.70,16,69.40,3,0.00
11/06/2017 1:10,8,71.50,6,69.60,2,62.60,16,69.70,3,0.00
11/06/2017 1:15,11,71.70,7,69.70,3,62.70,21,69.70,3,0.00
11/06/2017 1:20,10,71.90,10,69.70,2,62.60,22,70.10,3,0.00
11/06/2017 1:25,9,71.70,7,69.70,2,62.60,18,69.90,3,0.00
11/06/2017 1:30,7,71.80,7,69.80,2,62.60,16,69.80,3,0.00
11/06/2017 1:35,7,71.80,4,69.80,2,62.70,13,69.80,3,0.00
11/06/2017 1:40,7,71.90,8,69.70,3,62.60,18,69.40,3,0.00
11/06/2017 1:45,5,71.60,6,69.70,1,62.50,12,69.90,3,0.00
11/06/2017 1:50,4,71.90,5,69.70,2,62.50,11,69.20,3,0.00
11/06/2017 1:55,5,71.70,5,69.70,1,62.60,11,70.00,3,0.00
11/06/2017 2:00,6,72.00,6,69.50,3,62.70,15,69.10,3,0.00
11/06/2017 2:05,6,72.00,5,69.40,2,62.60,13,69.60,3,0.00
11/06/2017 2:10,6,71.90,5,69.60,2,62.70,13,69.60,3,0.00
11/06/2017 2:15,4,72.10,5,69.70,2,62.60,11,69.30,3,0.00
11/06/2017 2:20,5,71.80,4,69.80,2,62.40,11,69.40,3,0.00
11/06/2017 2:25,7,72.00,8,69.50,1,62.50,16,70.20,3,0.00
11/06/2017 2:30,8,72.10,8,69.50,3,62.60,19,69.50,3,0.00
11/06/2017 2:35,5,72.20,11,69.40,5,62.60,21,68.40,3,0.00
11/06/2017 2:40,4,71.90,8,69.70,4,62.70,16,68.50,3,0.00
11/06/2017 2:45,7,71.90,10,69.60,2,62.80,19,69.70,3,0.00
11/06/2017 2:50,7,72.10,9,69.40,7,62.80,23,68.20,3,0.00
