5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/18/2017 0:00,14,71.90,16,69.70,6,62.70,36,69.40,3,100.00
9/18/2017 0:05,12,71.70,12,69.60,3,62.60,27,69.80,3,100.00
9/18/2017 0:10,16,71.80,15,69.80,2,62.70,33,70.30,3,100.00
9/18/2017 0:15,12,71.90,19,70.10,9,62.70,40,69.00,3,100.00
9/18/2017 0:20,11,71.20,8,69.80,4,62.70,23,69.20,3,100.00
9/18/2017 0:25,8,70.80,8,69.80,1,62.50,17,69.80,3,100.00
9/18/2017 0:30,11,71.10,13,68.90,5,62.50,29,68.60,3,100.00
9/18/2017 0:35,10,71.40,9,69.40,1,62.60,20,70.10,3,100.00
9/18/2017 0:40,11,71.30,10,69.60,5,62.50,26,69.00,3,100.00
9/18/2017 0:45,8,71.70,5,69.20,1,62.70,14,70.20,3,100.00
9/18/2017 0:50,10,71.70,12,69.60,1,62.70,23,70.20,3,100.00
9/18/2017 0:55,8,71.70,6,69.30,3,62.20,17,69.20,3,100.00
9/18/2017 1:00,9,71.70,6,69.60,0,62.20,15,70.90,3,100.00
9/18/2017 1:05,7,72.00,10,69.70,2,62.30,19,69.80,3,100.00
9/18/2017 1:10,10,72.00,10,70.00,3,62.60,23,69.90,3,100.00
9/18/2017 1:15,10,71.40,10,69.80,1,62.50,21,70.20,3,100.00
9/18/2017 1:20,9,71.60,10,69.70,2,62.40,21,69.80,3,100.00
9/18/2017 1:25,8,71.80,9,69.30,2,62.50,19,69.60,3,100.00
9/18/2017 1:30,3,71.60,7,69.40,0,62.50,10,70.10,3,100.00
9/18/2017 1:35,9,71.70,6,69.60,0,62.50,15,70.90,3,100.00
9/18/2017 1:40,3,71.80,9,69.70,2,62.70,14,69.20,3,100.00
9/18/2017 1:45,7,71.80,5,69.40,1,62.50,13,70.20,3,100.00
9/18/2017 1:50,6,71.70,5,69.60,1,62.60,12,70.10,3,100.00
9/18/2017 1:55,10,71.70,9,68.40,1,62.80,20,69.80,3,100.00
9/18/2017 2:00,5,71.80,5,68.80,0,62.80,10,70.30,3,100.00
9/18/2017 2:05,10,71.80,6,69.20,0,62.80,16,70.80,3,100.00
9/18/2017 2:10,8,71.90,8,69.50,4,62.50,20,69.10,3,100.00
9/18/2017 2:15,4,71.90,6,69.70,4,62.50,14,68.30,3,100.00
9/18/2017 2:20,7,71.70,4,69.10,2,62.40,13,69.50,3,100.00
9/18/2017 2:25,8,72.20,3,69.10,1,62.60,12,70.60,3,100.00
9/18/2017 2:30,9,72.00,6,69.40,4,62.70,19,69.20,3,100.00
9/18/2017 2:35,12,72.20,11,69.70,2,62.70,25,70.30,3,100.00
9/18/2017 2:40,2,72.10,8,69.00,2,62.50,12,68.40,3,100.00
9/18/2017 2:45,8,72.00,12,69.40,4,62.50,24,69.10,3,100.00
9/18/2017 2:50,9,71.40,12,68.10,5,62.60,26,68.20,3,100.00
9/18/2017 2:55,8,71.80,4,68.90,3,62.50,15,69.20,3,100.00
9/18/2017 3:00,6,71.20,8,68.80,5,62.60,19,67.90,3,100.00
9/18/2017 3:05,9,71.50,6,69.40,7,62.60,22,68.10,3,100.00
9/18/2017 3:10,4,71.80,5,69.70,0,62.60,9,70.60,3,100.00
9/18/2017 3:15,8,72.00,9,69.50,4,62.60,21,69.10,3,100.00
9/18/2017 3:20,8,71.60,9,69.70,4,62.50,21,69.10,3,100.00
9/18/2017 3:25,7,71.10,9,69.70,6,62.50,22,68.20,3,100.00
9/18/2017 3:30,8,71.70,8,69.50,4,62.50,20,69.00,3,100.00
9/18/2017 3:35,13,71.60,10,69.70,10,62.50,33,68.30,3,100.00
9/18/2017 3:40,15,72.10,15,69.70,8,62.10,38,69.00,3,100.00
9/18/2017 3:45,6,72.00,14,69.60,5,62.40,25,68.70,3,100.00
9/18/2017 3:50,10,72.20,11,69.80,4,62.50,25,69.60,3,100.00
9/18/2017 3:55,14,69.40,16,69.80,12,62.30,42,67.50,3,100.00
9/18/2017 4:00,13,70.20,16,69.80,5,62.60,34,68.90,3,100.00
9/18/2017 4:05,18,70.90,21,69.80,15,62.70,54,68.20,3,100.00
9/18/2017 4:10,13,71.00,25,70.00,8,62.50,46,69.00,3,100.00
9/18/2017 4:15,14,71.60,14,69.40,7,62.50,35,68.90,3,100.00
9/18/2017 4:20,22,69.40,27,69.30,18,62.70,67,67.60,3,100.00
9/18/2017 4:25,20,71.00,25,68.30,17,62.60,62,67.60,3,100.00
9/18/2017 4:30,11,71.60,15,69.10,10,62.60,36,68.10,3,100.00
9/18/2017 4:35,18,71.90,26,70.00,9,62.60,53,69.40,3,100.00
