5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
12/18/2017 2:15,9,72.40,6,69.90,1,62.40,16,70.80,3,100.00
12/18/2017 2:20,6,72.30,4,69.80,4,62.70,14,68.80,3,100.00
12/18/2017 2:25,5,72.30,6,69.80,2,62.70,13,69.70,3,100.00
12/18/2017 2:30,5,71.70,6,69.90,1,62.50,12,70.00,3,100.00
12/18/2017 2:35,8,70.50,4,69.80,3,61.90,15,68.60,3,100.00
12/18/2017 2:40,6,71.30,7,69.80,2,62.30,15,69.40,3,100.00
12/18/2017 2:45,8,71.80,18,70.20,8,62.50,34,68.80,3,100.00
12/18/2017 2:50,6,72.00,13,69.40,2,62.60,21,69.50,3,100.00
12/18/2017 2:55,7,71.90,11,69.50,4,62.60,22,69.00,3,100.00
12/18/2017 3:00,10,72.20,9,69.20,3,62.60,22,69.70,3,100.00
12/18/2017 3:05,8,71.80,6,69.50,4,62.70,18,69.00,3,100.00
12/18/2017 3:10,6,71.80,11,69.00,7,62.90,24,67.90,3,100.00
12/18/2017 3:15,7,71.90,7,69.50,4,62.90,18,69.00,3,100.00
12/18/2017 3:20,7,72.20,10,69.70,10,62.90,27,67.80,3,100.00
12/18/2017 3:25,7,70.90,11,69.20,7,62.60,25,67.80,3,100.00
12/18/2017 3:30,6,71.20,8,68.90,11,62.70,25,66.70,3,100.00
12/18/2017 3:35,8,71.70,13,68.80,15,63.00,36,67.00,3,100.00
12/18/2017 3:40,14,71.30,16,69.30,11,62.80,41,68.20,3,100.00
12/18/2017 3:45,7,71.80,13,69.70,12,62.70,32,67.50,3,100.00
12/18/2017 3:50,9,71.00,12,69.80,15,63.00,36,67.30,3,100.00
12/18/2017 3:55,11,72.00,20,70.10,14,62.80,45,68.30,3,100.00
12/18/2017 4:00,7,72.10,16,70.20,13,62.70,36,67.90,3,100.00
12/18/2017 4:05,15,72.30,22,70.20,12,62.30,49,68.90,3,100.00
12/18/2017 4:10,15,72.10,19,69.90,21,62.00,55,67.50,3,100.00
12/18/2017 4:15,9,71.60,23,69.20,19,62.40,51,67.10,3,100.00
12/18/2017 4:20,9,72.10,26,69.90,30,62.50,65,66.80,3,100.00
12/18/2017 4:25,19,69.90,29,69.30,26,61.90,74,66.90,3,100.00
12/18/2017 4:30,12,70.70,30,69.10,23,62.40,65,67.00,3,100.00
12/18/2017 4:35,10,70.70,31,67.80,41,61.60,82,65.10,3,100.00
12/18/2017 4:40,20,71.80,32,69.30,38,63.50,90,67.40,3,100.00
12/18/2017 4:45,18,71.90,37,69.00,46,65.00,101,67.70,3,100.00
12/18/2017 4:50,20,72.20,47,71.20,28,64.10,95,69.30,3,100.00
12/18/2017 4:55,29,72.40,42,71.90,44,62.40,115,68.40,3,100.00
12/18/2017 5:00,19,72.60,46,69.10,58,63.00,123,66.80,3,100.00
12/18/2017 5:05,23,70.70,46,70.30,64,64.40,133,67.50,3,100.00
12/18/2017 5:10,13,71.50,41,65.50,56,65.00,110,66.00,3,100.00
12/18/2017 5:15,28,72.20,64,64.40,87,64.20,179,65.50,3,100.00
12/18/2017 5:20,24,72.40,64,66.10,71,64.30,159,66.20,3,100.00
12/18/2017 5:25,32,73.00,62,69.40,77,64.60,171,67.90,3,100.00
12/18/2017 5:30,33,72.90,72,68.70,102,63.50,207,66.80,3,100.00
12/18/2017 5:35,25,70.90,58,67.60,89,63.60,172,66.00,3,100.00
12/18/2017 5:40,29,72.30,61,70.50,85,64.60,175,67.90,3,100.00
12/18/2017 5:45,46,70.20,73,71.50,103,64.90,222,68.20,3,100.00
12/18/2017 5:50,46,71.00,70,70.30,94,64.90,210,68.00,3,100.00
12/18/2017 5:55,36,67.40,55,70.70,83,64.10,174,66.90,3,100.00
12/18/2017 6:00,38,67.80,65,69.50,75,62.50,178,66.20,3,100.00
12/18/2017 6:05,35,69.90,46,69.60,79,60.50,160,65.20,3,100.00
12/18/2017 6:10,42,68.60,72,67.80,97,60.20,211,64.50,3,100.00
12/18/2017 6:15,31,71.30,56,66.80,72,59.60,159,64.40,3,100.00
12/18/2017 6:20,36,73.00,75,67.40,110,58.80,221,64.00,3,100.00
12/18/2017 6:25,39,73.00,63,68.40,95,60.40,197,65.50,3,100.00
12/18/2017 6:30,36,73.40,55,69.30,91,60.60,182,65.80,3,100.00
12/18/2017 6:35,43,72.20,70,68.00,99,59.80,212,65.00,3,100.00
12/18/2017 6:40,42,73.10,60,70.30,81,59.10,183,66.00,3,100.00
12/18/2017 6:45,45,70.90,75,67.80,127,57.60,247,63.10,3,100.00
12/18/2017 6:50,53,68.20,70,67.40,102,58.70,225,63.60,3,100.00
12/18/2017 6:55,48,71.90,70,69.40,82,60.80,200,66.50,3,100.00
12/18/2017 7:00,46,71.00,70,69.20,83,58.60,199,65.20,3,100.00
12/18/2017 7:05,55,67.10,73,67.60,94,59.30,222,64.00,3,100.00
12/18/2017 7:10,60,65.80,78,64.60,132,59.50,270,62.40,3,100.00
12/18/2017 7:15,53,68.70,84,64.50,116,59.10,253,62.90,3,100.00
12/18/2017 7:20,56,64.70,99,65.30,126,58.40,281,62.10,3,100.00
12/18/2017 7:25,55,66.30,85,67.80,114,59.70,254,63.80,3,100.00
12/18/2017 7:30,53,66.30,95,67.40,105,59.40,253,63.80,3,100.00
12/18/2017 7:35,61,69.20,89,69.20,124,59.60,274,64.90,3,100.00
12/18/2017 7:40,66,70.40,77,68.00,105,58.20,248,64.50,3,100.00
12/18/2017 7:45,74,67.70,87,67.80,135,57.70,296,63.20,3,100.00
12/18/2017 7:50,74,70.90,97,68.60,117,59.00,288,65.30,3,100.00
12/18/2017 7:55,71,69.50,78,67.40,111,58.20,260,64.00,3,100.00
12/18/2017 8:00,60,70.60,88,68.30,105,57.80,253,64.50,3,100.00
12/18/2017 8:05,58,70.50,88,67.70,117,58.80,263,64.40,3,100.00
12/18/2017 8:10,68,63.20,91,62.80,137,56.30,296,59.90,3,100.00
12/18/2017 8:15,67,64.00,80,62.60,130,55.40,277,59.60,3,100.00
12/18/2017 8:20,70,67.10,81,65.00,100,55.60,251,61.80,3,100.00
12/18/2017 8:25,71,65.00,76,65.20,110,56.10,257,61.20,3,100.00
12/18/2017 8:30,70,66.40,80,61.60,109,55.00,259,60.10,3,100.00
12/18/2017 8:35,64,67.40,88,63.20,91,56.00,243,61.60,3,100.00
12/18/2017 8:40,77,65.80,72,65.80,91,56.90,240,62.40,3,100.00
12/18/2017 8:45,96,64.00,86,65.50,107,56.40,289,61.60,3,100.00
12/18/2017 8:50,80,66.10,74,66.10,107,56.90,261,62.30,3,100.00
12/18/2017 8:55,71,68.40,70,65.80,78,57.60,219,63.70,3,100.00
12/18/2017 9:00,68,66.70,78,65.00,95,58.30,241,62.80,3,100.00
12/18/2017 9:05,54,65.20,65,61.80,89,59.30,208,61.60,3,100.00
12/18/2017 9:10,67,65.40,67,63.70,83,61.00,217,63.20,3,100.00
12/18/2017 9:15,68,66.30,73,67.10,68,60.20,209,64.60,3,100.00
12/18/2017 9:20,61,65.00,62,62.90,64,60.70,187,62.80,3,100.00
12/18/2017 9:25,63,64.30,73,61.40,77,60.60,213,62.00,3,100.00
12/18/2017 9:30,52,64.30,69,61.50,76,60.00,197,61.70,3,100.00
12/18/2017 9:35,62,62.80,80,64.30,73,58.90,215,62.00,3,100.00
12/18/2017 9:40,42,63.00,73,65.20,69,59.70,184,62.60,3,100.00
12/18/2017 9:45,59,65.40,71,66.40,61,59.20,191,63.80,3,100.00
12/18/2017 9:50,62,65.60,72,67.80,66,60.60,200,64.70,3,100.00
12/18/2017 9:55,68,67.70,67,67.20,85,60.40,220,64.70,3,100.00
12/18/2017 10:00,63,67.70,80,65.40,72,60.90,215,64.60,3,100.00
12/18/2017 10:05,53,68.80,55,65.80,67,61.40,175,65.00,3,100.00
12/18/2017 10:10,61,67.30,64,64.00,67,61.50,192,64.20,3,100.00
12/18/2017 10:15,54,70.30,45,66.90,63,63.30,162,66.60,3,100.00
12/18/2017 10:20,66,66.30,73,62.20,90,61.60,229,63.10,3,100.00
12/18/2017 10:25,66,71.00,73,63.70,77,61.30,216,65.10,3,100.00
12/18/2017 10:30,55,74.50,59,63.70,58,61.40,172,66.40,3,100.00
12/18/2017 10:35,57,72.30,71,64.20,55,62.80,183,66.30,3,100.00
12/18/2017 10:40,58,72.30,70,62.40,65,61.60,193,65.10,3,100.00
12/18/2017 10:45,55,71.90,77,66.70,63,61.30,195,66.40,3,100.00
12/18/2017 10:50,63,73.00,72,67.00,57,60.80,192,67.10,3,100.00
12/18/2017 10:55,56,74.00,69,67.30,43,59.90,168,67.60,3,100.00
12/18/2017 11:00,61,72.00,78,72.90,54,60.40,193,69.10,3,100.00
12/18/2017 11:05,68,74.80,59,67.50,61,60.30,188,67.80,3,100.00
12/18/2017 11:10,56,70.70,62,70.00,50,61.30,168,67.60,3,100.00
12/18/2017 11:15,45,71.00,74,68.50,47,61.10,166,67.10,3,100.00
12/18/2017 11:20,62,71.40,69,66.00,55,61.80,186,66.60,3,100.00
12/18/2017 11:25,61,70.70,75,67.10,58,63.50,194,67.20,3,100.00
12/18/2017 11:30,51,65.00,61,69.40,51,61.00,163,65.40,3,100.00
12/18/2017 11:35,65,66.40,64,69.50,53,63.00,182,66.50,3,100.00
12/18/2017 11:40,65,67.60,65,69.80,51,63.70,181,67.30,3,100.00
12/18/2017 11:45,64,68.20,78,69.80,66,61.80,208,66.80,3,100.00
12/18/2017 11:50,58,69.10,72,68.50,70,59.90,200,65.70,3,100.00
12/18/2017 11:55,53,71.80,67,69.10,44,59.90,164,67.50,3,100.00
12/18/2017 12:00,53,74.20,77,68.20,62,58.80,192,66.80,3,100.00
12/18/2017 12:05,55,71.90,69,69.30,36,59.60,160,68.00,3,100.00
12/18/2017 12:10,55,69.40,65,69.30,66,58.50,186,65.50,3,100.00
12/18/2017 12:15,57,67.60,81,70.90,59,59.10,197,66.40,3,100.00
12/18/2017 12:20,56,67.70,67,69.70,58,57.90,181,65.30,3,100.00
12/18/2017 12:25,60,68.10,85,71.30,54,58.40,199,66.80,3,100.00
12/18/2017 12:30,52,69.20,64,69.70,50,60.90,166,66.90,3,100.00
12/18/2017 12:35,53,72.00,62,71.80,57,61.60,172,68.50,3,100.00
12/18/2017 12:40,45,67.00,67,69.50,61,58.90,173,65.10,3,100.00
12/18/2017 12:45,54,69.90,70,68.70,56,61.10,180,66.70,3,100.00
12/18/2017 12:50,52,69.70,60,68.10,55,62.70,167,66.80,3,100.00
12/18/2017 12:55,54,68.40,63,67.20,44,61.60,161,66.10,3,100.00
12/18/2017 13:00,52,70.60,64,70.00,47,62.90,163,68.10,3,100.00
12/18/2017 13:05,56,69.20,69,67.40,55,60.20,180,65.80,3,100.00
12/18/2017 13:10,49,69.80,53,68.80,36,62.20,138,67.40,3,100.00
12/18/2017 13:15,60,70.90,63,66.90,55,62.30,178,66.80,3,100.00
12/18/2017 13:20,65,71.90,75,69.00,54,60.10,194,67.50,3,100.00
12/18/2017 13:25,64,73.20,69,68.40,57,61.50,190,67.90,3,100.00
12/18/2017 13:30,45,75.50,54,66.30,52,62.50,151,67.70,3,100.00
12/18/2017 13:35,56,72.80,80,69.80,63,65.00,199,69.10,3,100.00
12/18/2017 13:40,42,72.40,64,70.80,46,63.10,152,68.90,3,100.00
12/18/2017 13:45,53,67.40,68,70.70,52,60.70,173,66.70,3,100.00
12/18/2017 13:50,44,71.60,70,70.90,43,61.90,157,68.60,3,100.00
12/18/2017 13:55,68,72.60,63,70.60,48,61.20,179,68.80,3,100.00
12/18/2017 14:00,55,69.80,65,67.70,57,58.80,177,65.50,3,100.00
12/18/2017 14:05,42,67.70,60,67.50,49,61.90,151,65.70,3,100.00
12/18/2017 14:10,49,69.80,58,67.90,54,62.60,161,66.70,3,100.00
12/18/2017 14:15,51,70.10,75,70.60,56,63.00,182,68.10,3,100.00
12/18/2017 14:20,50,68.80,59,65.40,48,63.60,157,65.90,3,100.00
12/18/2017 14:25,51,70.70,60,62.10,45,62.50,156,65.00,3,100.00
12/18/2017 14:30,55,66.90,60,64.90,61,61.80,176,64.50,3,100.00
12/18/2017 14:35,52,63.60,65,64.30,51,62.00,168,63.40,3,100.00
12/18/2017 14:40,42,67.30,53,68.40,35,62.40,130,66.40,3,100.00
12/18/2017 14:45,49,69.90,53,68.60,46,63.50,148,67.40,3,100.00
12/18/2017 14:50,54,69.30,60,69.50,50,61.30,164,66.90,3,100.00
12/18/2017 14:55,49,72.80,67,67.50,42,62.60,158,67.80,3,100.00
12/18/2017 15:00,55,72.60,59,66.10,36,63.10,150,67.80,3,100.00
12/18/2017 15:05,49,71.60,57,68.40,43,63.20,149,68.00,3,100.00
12/18/2017 15:10,59,71.50,58,71.60,54,63.50,171,69.00,3,100.00
12/18/2017 15:15,46,71.70,61,67.60,47,64.70,154,67.90,3,100.00
12/18/2017 15:20,66,72.80,67,68.20,52,63.10,185,68.40,3,100.00
12/18/2017 15:25,57,71.80,74,69.50,64,60.60,195,67.30,3,100.00
12/18/2017 15:30,67,69.60,72,68.60,42,61.80,181,67.40,3,100.00
12/18/2017 15:35,50,72.90,75,69.30,65,61.20,190,67.50,3,100.00
12/18/2017 15:40,48,73.20,64,68.00,58,62.60,170,67.60,3,100.00
12/18/2017 15:45,73,69.90,75,67.90,62,61.90,210,66.80,3,100.00
12/18/2017 15:50,68,71.20,83,69.50,57,60.70,208,67.60,3,100.00
12/18/2017 15:55,66,72.40,76,70.30,51,61.60,193,68.70,3,100.00
12/18/2017 16:00,64,72.00,76,70.70,48,64.20,188,69.50,3,100.00
12/18/2017 16:05,56,68.40,81,69.40,74,63.50,211,67.10,3,100.00
12/18/2017 16:10,53,66.60,70,70.90,51,63.00,174,67.30,3,100.00
12/18/2017 16:15,65,68.70,70,67.80,59,62.50,194,66.50,3,100.00
12/18/2017 16:20,79,66.20,66,68.20,57,60.50,202,65.20,3,100.00
12/18/2017 16:25,59,66.10,75,66.00,65,59.80,199,64.00,3,100.00
12/18/2017 16:30,64,65.90,66,66.60,57,61.50,187,64.80,3,100.00
12/18/2017 16:35,68,63.90,81,64.00,54,61.30,203,63.20,3,100.00
12/18/2017 16:40,74,66.20,74,67.40,72,60.80,220,64.80,3,100.00
12/18/2017 16:45,63,69.60,76,68.10,50,62.80,189,67.20,3,100.00
12/18/2017 16:50,66,67.20,60,69.40,58,63.00,184,66.60,3,100.00
12/18/2017 16:55,56,68.30,67,70.50,50,61.70,173,67.20,3,100.00
12/18/2017 17:00,58,70.00,45,69.80,35,62.10,138,67.90,3,100.00
12/18/2017 17:05,68,69.70,65,70.10,44,62.80,177,68.10,3,100.00
12/18/2017 17:10,64,69.30,56,67.70,59,62.50,179,66.60,3,100.00
12/18/2017 17:15,53,69.10,69,66.40,59,60.70,181,65.30,3,100.00
12/18/2017 17:20,46,69.20,56,66.60,52,60.60,154,65.40,3,100.00
12/18/2017 17:25,59,66.30,61,65.30,56,61.40,176,64.40,3,100.00
12/18/2017 17:30,54,64.30,65,67.20,46,61.70,165,64.70,3,100.00
12/18/2017 17:35,48,66.80,52,65.70,47,60.90,147,64.50,3,100.00
12/18/2017 17:40,46,68.00,57,63.70,35,61.70,138,64.60,3,100.00
12/18/2017 17:45,49,69.40,40,65.20,38,61.80,127,65.80,3,100.00
12/18/2017 17:50,58,66.50,63,65.80,46,60.90,167,64.70,3,100.00
12/18/2017 17:55,46,68.10,46,63.90,48,60.00,140,63.90,3,100.00
12/18/2017 18:00,61,69.20,49,66.00,49,60.50,159,65.50,3,100.00
12/18/2017 18:05,54,68.60,57,70.10,31,61.60,142,67.70,3,100.00
12/18/2017 18:10,45,70.60,49,70.30,36,62.30,130,68.20,3,100.00
12/18/2017 18:15,51,70.70,53,65.70,46,61.00,150,66.00,3,100.00
12/18/2017 18:20,45,71.70,48,65.10,36,60.60,129,66.10,3,100.00
12/18/2017 18:25,35,72.10,46,64.50,41,61.10,122,65.50,3,100.00
12/18/2017 18:30,56,74.00,46,68.70,35,60.90,137,68.90,3,100.00
12/18/2017 18:35,44,72.50,44,71.00,36,59.50,124,68.20,3,100.00
12/18/2017 18:40,50,67.80,63,71.80,35,61.40,148,68.00,3,100.00
12/18/2017 18:45,48,70.20,49,70.90,25,61.50,122,68.70,3,100.00
12/18/2017 18:50,48,71.20,56,70.20,45,61.40,149,67.90,3,100.00
12/18/2017 18:55,46,72.70,55,63.30,46,61.40,147,65.60,3,100.00
12/18/2017 19:00,42,73.00,43,66.90,32,63.20,117,68.10,3,100.00
12/18/2017 19:05,45,72.50,57,68.40,28,62.20,130,68.50,3,100.00
12/18/2017 19:10,42,72.50,51,70.40,45,63.30,138,68.70,3,100.00
12/18/2017 19:15,53,70.40,70,69.90,35,63.70,158,68.70,3,100.00
12/18/2017 19:20,43,68.50,53,71.60,35,62.90,131,68.30,3,100.00
12/18/2017 19:25,41,71.20,57,70.80,36,63.70,134,69.00,3,100.00
12/18/2017 19:30,38,73.10,49,71.80,28,63.00,115,70.10,3,100.00
12/18/2017 19:35,40,73.00,53,69.10,24,62.70,117,69.10,3,100.00
12/18/2017 19:40,41,71.60,50,70.20,22,62.30,113,69.20,3,100.00
12/18/2017 19:45,37,71.80,38,70.00,29,61.80,104,68.40,3,100.00
12/18/2017 19:50,40,71.70,34,69.00,23,62.80,97,68.60,3,100.00
12/18/2017 19:55,40,71.60,42,68.40,28,63.30,110,68.30,3,100.00
12/18/2017 20:00,32,72.30,47,67.50,31,62.40,110,67.50,3,100.00
12/18/2017 20:05,38,72.00,47,66.50,22,62.20,107,67.60,3,100.00
12/18/2017 20:10,40,73.70,48,68.80,36,63.20,124,68.80,3,100.00
12/18/2017 20:15,38,71.30,43,68.90,19,62.50,100,68.60,3,100.00
12/18/2017 20:20,32,71.70,41,70.60,19,62.40,92,69.30,3,100.00
12/18/2017 20:25,40,71.70,46,69.80,26,62.80,112,68.90,3,100.00
12/18/2017 20:30,39,72.70,43,69.40,30,61.40,112,68.40,3,100.00
12/18/2017 20:35,27,69.10,44,69.70,29,61.30,100,67.10,3,100.00
12/18/2017 20:40,33,70.40,47,71.10,23,60.90,103,68.60,3,100.00
12/18/2017 20:45,30,71.40,28,70.70,21,62.10,79,68.70,3,100.00
12/18/2017 20:50,28,71.60,33,70.50,20,62.60,81,68.90,3,100.00
12/18/2017 20:55,41,73.50,41,70.60,26,63.10,108,69.90,3,100.00
12/18/2017 21:00,23,71.30,32,68.50,20,63.10,75,67.90,3,100.00
12/18/2017 21:05,33,71.50,27,68.10,17,62.50,77,68.30,3,100.00
12/18/2017 21:10,30,72.20,34,68.80,18,62.70,82,68.70,3,100.00
12/18/2017 21:15,24,72.40,37,70.00,23,62.90,84,68.70,3,100.00
12/18/2017 21:20,29,72.40,35,69.30,24,63.10,88,68.60,3,100.00
12/18/2017 21:25,31,71.30,28,69.60,29,62.50,88,67.90,3,100.00
12/18/2017 21:30,33,72.50,38,69.90,20,62.40,91,69.20,3,100.00
12/18/2017 21:35,35,73.30,33,70.00,22,62.50,90,69.50,3,100.00
12/18/2017 21:40,35,73.00,25,69.90,19,62.60,79,69.50,3,100.00
12/18/2017 21:45,25,70.50,31,66.70,29,62.90,85,66.50,3,100.00
12/18/2017 21:50,22,71.40,24,68.00,25,63.00,71,67.30,3,100.00
12/18/2017 21:55,21,71.80,29,67.70,10,62.80,60,68.30,3,100.00
12/18/2017 22:00,21,72.10,33,66.90,22,62.80,76,67.20,3,100.00
12/18/2017 22:05,23,72.50,32,65.50,20,62.80,75,66.90,3,100.00
12/18/2017 22:10,22,72.90,23,67.80,21,62.20,66,67.70,3,100.00
12/18/2017 22:15,18,71.60,25,68.90,23,61.30,66,67.00,3,100.00
12/18/2017 22:20,15,72.00,22,69.30,10,61.70,47,68.50,3,100.00
12/18/2017 22:25,12,72.00,23,68.80,15,62.30,50,67.60,3,100.00
12/18/2017 22:30,28,70.50,25,69.30,17,61.90,70,68.00,3,100.00
12/18/2017 22:35,23,71.60,35,70.10,27,61.40,85,67.70,3,100.00
12/18/2017 22:40,21,71.00,30,70.20,24,62.20,75,67.90,3,100.00
12/18/2017 22:45,19,71.50,30,70.20,25,62.50,74,67.90,3,100.00
12/18/2017 22:50,16,72.00,23,69.40,16,62.70,55,68.20,3,100.00
12/18/2017 22:55,18,72.30,29,69.90,21,62.50,68,68.20,3,100.00
12/18/2017 23:00,20,71.00,23,69.90,17,62.50,60,68.20,3,100.00
12/18/2017 23:05,15,70.60,27,68.80,10,62.60,52,68.10,3,100.00
12/18/2017 23:10,16,71.50,29,69.20,8,62.80,53,68.90,3,100.00
12/18/2017 23:15,14,68.40,18,69.50,18,62.50,50,66.70,3,100.00
12/18/2017 23:20,15,69.90,18,69.40,5,62.40,38,68.70,3,100.00
12/18/2017 23:25,6,70.90,24,67.00,15,61.90,45,65.80,3,100.00
12/18/2017 23:30,12,71.50,22,68.40,12,62.10,46,67.60,3,100.00
12/18/2017 23:35,18,71.80,22,69.20,17,62.20,57,67.90,3,100.00
12/18/2017 23:40,15,71.60,19,69.50,19,62.10,53,67.40,3,100.00
12/18/2017 23:45,6,71.70,11,69.60,13,62.20,30,66.80,3,100.00
12/18/2017 23:50,10,71.10,13,69.50,6,62.40,29,68.60,3,100.00
12/18/2017 23:55,12,71.50,13,69.50,10,62.50,35,68.20,3,100.00
12/19/2017 0:00,10,71.90,9,69.70,3,62.70,22,69.70,3,100.00
12/19/2017 0:05,10,72.10,14,69.90,8,62.70,32,68.80,3,100.00
12/19/2017 0:10,11,71.80,11,69.40,9,62.10,31,68.10,3,100.00
12/19/2017 0:15,6,72.00,10,69.50,4,62.40,20,68.80,3,100.00
12/19/2017 0:20,9,72.20,9,69.60,4,62.60,22,69.40,3,100.00
12/19/2017 0:25,7,72.30,11,69.50,2,62.70,20,69.80,3,100.00
12/19/2017 0:30,6,72.10,7,69.60,5,62.60,18,68.50,3,100.00
12/19/2017 0:35,5,71.20,7,69.70,8,62.60,20,67.20,3,100.00
12/19/2017 0:40,8,71.70,13,69.60,4,62.70,25,69.20,3,100.00
12/19/2017 0:45,7,72.00,11,69.60,3,62.60,21,69.40,3,100.00
12/19/2017 0:50,7,72.00,13,69.00,5,62.60,25,68.60,3,100.00
12/19/2017 0:55,8,72.10,8,69.30,6,62.60,22,68.50,3,100.00
12/19/2017 1:00,8,72.30,6,69.50,3,62.80,17,69.60,3,100.00
12/19/2017 1:05,3,71.50,8,69.70,7,62.70,18,67.30,3,100.00
12/19/2017 1:10,3,71.10,9,69.70,2,62.80,14,69.00,3,100.00
12/19/2017 1:15,5,71.70,7,69.10,7,62.70,19,67.40,3,100.00
12/19/2017 1:20,7,71.30,10,68.10,3,62.80,20,68.40,3,100.00
12/19/2017 1:25,1,71.60,6,68.80,2,62.90,9,67.80,3,100.00
12/19/2017 1:30,6,71.80,7,68.60,3,62.70,16,68.70,3,100.00
12/19/2017 1:35,4,71.90,6,68.10,3,62.60,13,68.00,3,100.00
12/19/2017 1:40,3,72.00,8,68.80,3,62.60,14,68.20,3,100.00
12/19/2017 1:45,8,72.00,7,69.40,7,62.60,22,68.20,3,100.00
12/19/2017 1:50,7,72.00,5,69.60,3,62.50,15,69.30,3,100.00
12/19/2017 1:55,4,71.90,8,68.30,6,62.50,18,67.20,3,100.00
12/19/2017 2:00,4,71.50,11,69.10,7,62.40,22,67.40,3,100.00
12/19/2017 2:05,5,71.90,6,69.30,2,62.50,13,69.30,3,100.00
12/19/2017 2:10,7,72.20,8,69.10,4,62.70,19,68.90,3,100.00
12/19/2017 2:15,2,72.20,7,69.10,4,62.80,13,67.60,3,100.00
12/19/2017 2:20,3,72.10,2,69.40,5,62.70,10,66.90,3,100.00
12/19/2017 2:25,4,72.20,8,69.80,3,62.80,15,69.00,3,100.00
12/19/2017 2:30,6,72.10,0,69.80,9,62.20,15,66.20,3,100.00
12/19/2017 2:35,6,71.90,6,69.70,11,62.10,23,66.60,3,100.00
12/19/2017 2:40,5,71.00,4,69.90,6,62.20,15,67.20,3,100.00
12/19/2017 2:45,5,70.90,13,67.40,7,62.70,25,66.80,3,100.00
12/19/2017 2:50,4,71.40,8,67.90,5,62.70,17,67.20,3,100.00
12/19/2017 2:55,6,71.70,9,68.00,10,62.60,25,66.70,3,100.00
12/19/2017 3:00,7,71.10,6,68.30,13,62.50,26,66.20,3,100.00
12/19/2017 3:05,4,71.60,6,69.00,14,62.70,24,65.80,3,100.00
12/19/2017 3:10,5,71.80,5,68.90,5,62.80,15,67.80,3,100.00
12/19/2017 3:15,5,71.90,7,69.40,10,62.00,22,66.60,3,100.00
12/19/2017 3:20,4,72.00,4,69.40,9,62.30,17,66.30,3,100.00
12/19/2017 3:25,11,71.30,9,69.10,11,62.50,31,67.50,3,100.00
12/19/2017 3:30,9,71.20,18,69.50,20,62.40,47,66.80,3,100.00
12/19/2017 3:35,12,70.30,16,69.70,9,62.60,37,68.20,3,100.00
12/19/2017 3:40,11,71.20,11,69.10,14,62.40,36,67.10,3,100.00
12/19/2017 3:45,13,71.70,10,69.50,14,62.40,37,67.60,3,100.00
