5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
12/04/2017 0:00,16,71.90,14,69.70,6,62.70,36,69.50,3,100.00
12/04/2017 0:05,18,70.90,16,69.70,7,62.60,41,69.00,3,100.00
12/04/2017 0:10,7,71.40,18,69.80,5,62.50,30,69.00,3,100.00
12/04/2017 0:15,7,70.20,5,69.70,4,62.50,16,68.10,3,100.00
12/04/2017 0:20,9,71.10,15,69.80,5,62.60,29,69.00,3,100.00
12/04/2017 0:25,16,71.60,12,69.70,3,62.60,31,70.00,3,100.00
12/04/2017 0:30,15,71.90,14,69.70,1,62.50,30,70.60,3,100.00
12/04/2017 0:35,12,72.00,9,69.80,3,62.20,24,70.00,3,100.00
12/04/2017 0:40,9,72.00,12,69.00,5,62.50,26,68.80,3,100.00
12/04/2017 0:45,17,72.00,8,69.40,1,62.50,26,70.80,3,100.00
12/04/2017 0:50,6,71.90,10,69.40,2,62.50,18,69.50,3,100.00
12/04/2017 0:55,10,72.10,9,69.50,0,62.50,19,70.90,3,100.00
12/04/2017 1:00,6,72.00,8,69.70,3,62.60,17,69.30,3,100.00
12/04/2017 1:05,10,71.40,5,69.70,2,62.70,17,69.90,3,100.00
12/04/2017 1:10,5,71.60,5,69.70,0,62.70,10,70.70,3,100.00
12/04/2017 1:15,7,71.90,8,69.70,4,62.80,19,69.10,3,100.00
12/04/2017 1:20,14,71.00,11,69.70,2,62.90,27,69.90,3,100.00
12/04/2017 1:25,2,71.30,6,69.70,3,63.00,11,68.20,3,100.00
12/04/2017 1:30,9,70.70,12,69.90,2,62.90,23,69.60,3,100.00
12/04/2017 1:35,5,71.30,6,69.90,5,62.80,16,68.10,3,100.00
12/04/2017 1:40,7,71.50,7,70.00,2,62.60,16,69.70,3,100.00
12/04/2017 1:45,8,71.80,6,69.90,0,62.60,14,71.00,3,100.00
12/04/2017 1:50,2,72.00,6,70.00,1,62.80,9,69.60,3,100.00
12/04/2017 1:55,6,71.80,8,69.50,5,62.90,19,68.50,3,100.00
12/04/2017 2:00,4,72.00,8,69.60,0,62.90,12,70.40,3,100.00
12/04/2017 2:05,7,71.60,5,69.60,4,62.60,16,68.70,3,100.00
12/04/2017 2:10,7,71.90,7,69.40,1,62.70,15,70.10,3,100.00
12/04/2017 2:15,6,72.00,3,69.70,1,62.40,10,70.30,3,100.00
12/04/2017 2:20,4,71.90,7,69.70,3,62.40,14,68.80,3,100.00
12/04/2017 2:25,5,71.50,10,69.40,2,62.50,17,69.20,3,100.00
12/04/2017 2:30,3,71.50,3,69.60,9,61.70,15,65.20,3,100.00
12/04/2017 2:35,3,71.80,8,69.70,2,62.30,13,69.00,3,100.00
12/04/2017 2:40,5,72.00,11,69.80,5,62.40,21,68.60,3,100.00
12/04/2017 2:45,5,72.10,15,69.20,1,62.50,21,69.60,3,100.00
12/04/2017 2:50,5,71.40,11,69.70,4,62.60,20,68.70,3,100.00
12/04/2017 2:55,7,71.80,6,69.20,5,62.60,18,68.40,3,100.00
12/04/2017 3:00,7,72.20,7,69.50,6,62.70,20,68.40,3,100.00
12/04/2017 3:05,7,71.10,9,69.00,11,62.40,27,66.90,3,100.00
12/04/2017 3:10,6,70.90,6,69.40,3,62.60,15,68.60,3,100.00
12/04/2017 3:15,6,71.30,7,69.50,7,62.60,20,67.60,3,100.00
12/04/2017 3:20,9,70.60,13,69.80,9,62.60,31,67.90,3,100.00
12/04/2017 3:25,9,69.00,11,69.00,6,62.80,26,67.60,3,100.00
12/04/2017 3:30,10,70.40,11,69.60,6,62.80,27,68.40,3,100.00
12/04/2017 3:35,8,71.40,11,69.80,6,62.80,25,68.60,3,100.00
12/04/2017 3:40,8,71.90,17,69.90,9,62.60,34,68.40,3,100.00
12/04/2017 3:45,13,72.00,21,69.90,11,62.60,45,68.70,3,100.00
12/04/2017 3:50,10,72.10,18,70.10,15,62.70,43,68.00,3,100.00
